smoke_attempt_utc,source_raw_provider_csv,new_provider_api_access,new_data_download,market_rows_parsed,diagnostics_run,backtests_run,forecasts_computed,positions_computed,costs_carry_trend_or_risk_computed,raw_schema_ok,raw_header,expected_symbols_count,accepted_rows,extra_symbols,all_symbols_exact_five_rows,all_timestamps_midnight_utc,sanitized_byte_identical,validation_byte_identical,pipe_smoke_status
2026-05-30T14:45:21Z,docs\researchops\first_data_intake\quarantine\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22\attempt_2026-05-30_auth_ok\raw_provider_output\databento_GLBX-MDP3_ohlcv-1d_16_symbols_2026-05-18_2026-05-23_provider.csv,NO,NO,YES_EXISTING_QUARANTINE_FILE_ONLY,NO,NO,NO,NO,NO,YES,ts_event | rtype | publisher_id | instrument_id | open | high | low | close | volume | symbol,16,80,,YES,YES,YES,YES,PASS_REPRODUCIBLE_QUARANTINE_NORMALIZATION_AND_VALIDATION
