old_contract_key,new_contract_key,first_notice_proxy,roll_transition_date,old_raw_symbol,new_raw_symbol,old_close,new_close,additive_delta_to_prior_history,roll_rule_status
ZFH1_2011,ZFM1_2011,2011-02-28,2011-02-16,ZFH1,ZFM1,116.515625,115.5,-1.015625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM1_2011,ZFU1_2011,2011-05-31,2011-05-19,ZFM1,ZFU1,119.3203125,118.171875,-1.1484375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU1_2011,ZFZ1_2011,2011-08-31,2011-08-19,ZFU1,ZFZ1,123.5234375,122.5625,-0.9609375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ1_2011,ZFH2_2012,2011-11-30,2011-11-18,ZFZ1,ZFH2,122.9296875,122.625,-0.3046875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH2_2012,ZFM2_2012,2012-02-29,2012-02-17,ZFH2,ZFM2,123.3046875,123.1171875,-0.1875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM2_2012,ZFU2_2012,2012-05-31,2012-05-20,ZFM2,ZFU2,124.0078125,123.734375,-0.2734375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU2_2012,ZFZ2_2012,2012-08-31,2012-08-20,ZFU2,ZFZ2,123.9609375,123.5625,-0.3984375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ2_2012,ZFH3_2013,2012-11-30,2012-11-19,ZFZ2,ZFH3,124.75,124.59375,-0.15625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH3_2013,ZFM3_2013,2013-02-28,2013-02-15,ZFH3,ZFM3,123.8125,123.328125,-0.484375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM3_2013,ZFU3_2013,2013-05-31,2013-05-19,ZFM3,ZFU3,123.8984375,123.4375,-0.4609375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU3_2013,ZFZ3_2013,2013-08-30,2013-08-19,ZFU3,ZFZ3,120.46875,119.4921875,-0.9765625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ3_2013,ZFH4_2014,2013-11-29,2013-11-18,ZFZ3,ZFH4,121.828125,120.9765625,-0.8515625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM4_2014,ZFU4_2014,2014-05-30,2014-05-19,ZFM4,ZFU4,120.2265625,119.4609375,-0.765625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU4_2014,ZFZ4_2014,2014-08-31,2014-08-18,ZFU4,ZFZ4,119.84375,118.984375,-0.859375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ4_2014,ZFH5_2015,2014-11-30,2014-11-18,ZFZ4,ZFH5,119.5859375,118.8203125,-0.765625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH5_2015,ZFM5_2015,2015-02-27,2015-02-16,ZFH5,ZFM5,119.875,119.1640625,-0.7109375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
