ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-03-24 00:00:00+00:00,35,1,95414,4515.0,4515.0,4515.0,4515.0,1,ESM3
2022-03-31 00:00:00+00:00,35,1,95414,4614.0,4614.0,4614.0,4614.0,1,ESM3
2022-04-25 00:00:00+00:00,35,1,95414,4356.0,4356.0,4356.0,4356.0,1,ESM3
2022-06-14 00:00:00+00:00,35,1,95414,3785.0,3785.0,3781.0,3781.0,14,ESM3
2022-07-20 00:00:00+00:00,35,1,95414,4029.25,4029.25,4029.25,4029.25,1,ESM3
2022-08-02 00:00:00+00:00,35,1,95414,4167.25,4167.25,4167.25,4167.25,1,ESM3
2022-08-09 00:00:00+00:00,35,1,95414,4185.0,4185.0,4185.0,4185.0,1,ESM3
2022-08-16 00:00:00+00:00,35,1,95414,4372.75,4372.75,4372.75,4372.75,1,ESM3
2022-08-18 00:00:00+00:00,35,1,95414,4338.0,4338.0,4338.0,4338.0,1,ESM3
2022-08-19 00:00:00+00:00,35,1,95414,4321.0,4321.0,4317.0,4317.0,2,ESM3
2022-08-23 00:00:00+00:00,35,1,95414,4215.0,4215.0,4215.0,4215.0,1,ESM3
2022-08-25 00:00:00+00:00,35,1,95414,4250.0,4250.0,4250.0,4250.0,1,ESM3
2022-08-26 00:00:00+00:00,35,1,95414,4175.5,4175.5,4175.5,4175.5,1,ESM3
2022-08-29 00:00:00+00:00,35,1,95414,4088.0,4088.0,4088.0,4088.0,1,ESM3
2022-09-06 00:00:00+00:00,35,1,95414,4000.0,4000.0,4000.0,4000.0,1,ESM3
2022-09-08 00:00:00+00:00,35,1,95414,4060.0,4060.0,4060.0,4060.0,1,ESM3
2022-09-09 00:00:00+00:00,35,1,95414,4112.75,4112.75,4112.75,4112.75,1,ESM3
2022-09-11 00:00:00+00:00,35,1,95414,4158.75,4158.75,4158.75,4158.75,2,ESM3
2022-09-14 00:00:00+00:00,35,1,95414,4039.0,4039.0,4039.0,4039.0,1,ESM3
2022-09-19 00:00:00+00:00,35,1,95414,3932.5,3965.0,3916.75,3965.0,13,ESM3
2022-09-20 00:00:00+00:00,35,1,95414,3984.5,3993.75,3903.25,3903.25,11,ESM3
2022-09-21 00:00:00+00:00,35,1,95414,3926.0,3960.5,3855.0,3855.0,4,ESM3
2022-09-22 00:00:00+00:00,35,1,95414,3865.75,3865.75,3825.75,3852.0,19,ESM3
2022-09-23 00:00:00+00:00,35,1,95414,3810.75,3810.75,3725.0,3772.0,23,ESM3
2022-09-25 00:00:00+00:00,35,1,95414,3763.0,3763.0,3758.0,3758.0,2,ESM3
2022-09-26 00:00:00+00:00,35,1,95414,3752.0,3787.0,3733.75,3755.0,21,ESM3
2022-09-27 00:00:00+00:00,35,1,95414,3751.25,3781.5,3700.0,3717.75,27,ESM3
2022-09-28 00:00:00+00:00,35,1,95414,3710.0,3805.0,3694.25,3783.0,37,ESM3
2022-09-29 00:00:00+00:00,35,1,95414,3781.5,3781.5,3680.0,3720.0,111,ESM3
2022-09-30 00:00:00+00:00,35,1,95414,3705.0,3735.5,3668.0,3668.0,112,ESM3
2022-10-02 00:00:00+00:00,35,1,95414,3658.0,3658.0,3658.0,3658.0,1,ESM3
2022-10-03 00:00:00+00:00,35,1,95414,3635.0,3764.75,3635.0,3747.5,71,ESM3
2022-10-04 00:00:00+00:00,35,1,95414,3760.0,3854.25,3760.0,3850.0,73,ESM3
2022-10-05 00:00:00+00:00,35,1,95414,3840.75,3861.0,3796.5,3860.0,42,ESM3
2022-10-06 00:00:00+00:00,35,1,95414,3873.0,3873.0,3820.5,3822.0,27,ESM3
2022-10-07 00:00:00+00:00,35,1,95414,3795.5,3816.0,3700.0,3707.75,220,ESM3
2022-10-09 00:00:00+00:00,35,1,95414,3690.0,3690.0,3680.0,3685.75,4,ESM3
2022-10-10 00:00:00+00:00,35,1,95414,3693.0,3714.25,3680.0,3685.0,28,ESM3
2022-10-11 00:00:00+00:00,35,1,95414,3688.75,3705.0,3650.0,3680.0,69,ESM3
2022-10-12 00:00:00+00:00,35,1,95414,3655.5,3690.0,3647.25,3650.0,50,ESM3
2022-10-13 00:00:00+00:00,35,1,95414,3651.0,3740.0,3564.5,3740.0,122,ESM3
2022-10-14 00:00:00+00:00,35,1,95414,3761.25,3780.0,3662.0,3662.0,40,ESM3
2022-10-17 00:00:00+00:00,35,1,95414,3692.75,3778.25,3687.5,3778.25,38,ESM3
2022-10-18 00:00:00+00:00,35,1,95414,3791.25,3836.25,3767.25,3820.0,40,ESM3
2022-10-19 00:00:00+00:00,35,1,95414,3810.0,3810.0,3746.75,3760.0,59,ESM3
2022-10-20 00:00:00+00:00,35,1,95414,3762.0,3801.25,3740.0,3740.0,47,ESM3
2022-10-21 00:00:00+00:00,35,1,95414,3730.0,3808.5,3708.5,3807.25,66,ESM3
2022-10-23 00:00:00+00:00,35,1,95414,3868.5,3868.5,3863.25,3863.25,4,ESM3
2022-10-24 00:00:00+00:00,35,1,95414,3850.0,3887.75,3815.0,3870.0,34,ESM3
2022-10-25 00:00:00+00:00,35,1,95414,3858.75,3938.25,3858.75,3903.0,35,ESM3
2022-10-26 00:00:00+00:00,35,1,95414,3907.5,3948.0,3901.25,3908.25,5,ESM3
2022-10-27 00:00:00+00:00,35,1,95414,3906.5,3925.25,3833.25,3865.0,20,ESM3
2022-10-28 00:00:00+00:00,35,1,95414,3856.5,3978.75,3855.0,3978.75,15,ESM3
2022-10-31 00:00:00+00:00,35,1,95414,3970.0,3970.0,3958.25,3958.5,7,ESM3
2022-11-01 00:00:00+00:00,35,1,95414,3980.0,3989.5,3925.0,3939.0,15,ESM3
2022-11-02 00:00:00+00:00,35,1,95414,3930.0,3960.0,3819.5,3819.5,63,ESM3
2022-11-03 00:00:00+00:00,35,1,95414,3823.25,3847.25,3778.0,3793.0,47,ESM3
2022-11-04 00:00:00+00:00,35,1,95414,3800.0,3860.25,3790.5,3845.75,28,ESM3
2022-11-07 00:00:00+00:00,35,1,95414,3826.25,3883.75,3826.25,3882.25,5,ESM3
2022-11-08 00:00:00+00:00,35,1,95414,3880.75,3933.25,3869.25,3907.75,54,ESM3
2022-11-09 00:00:00+00:00,35,1,95414,3902.75,3902.75,3819.75,3819.75,30,ESM3
2022-11-10 00:00:00+00:00,35,1,95414,3827.75,4034.25,3827.75,4031.0,76,ESM3
2022-11-11 00:00:00+00:00,35,1,95414,4030.5,4075.5,4027.25,4070.25,68,ESM3
2022-11-13 00:00:00+00:00,35,1,95414,4051.0,4060.0,4050.0,4060.0,5,ESM3
2022-11-14 00:00:00+00:00,35,1,95414,4055.0,4085.75,4049.75,4050.0,48,ESM3
2022-11-15 00:00:00+00:00,35,1,95414,4052.0,4119.75,4030.0,4064.25,46,ESM3
2022-11-16 00:00:00+00:00,35,1,95414,4054.25,4080.75,4034.25,4046.75,53,ESM3
2022-11-17 00:00:00+00:00,35,1,95414,4043.75,4053.75,3984.75,4025.0,111,ESM3
2022-11-18 00:00:00+00:00,35,1,95414,4025.0,4058.5,4012.25,4050.0,33,ESM3
2022-11-20 00:00:00+00:00,35,1,95414,4040.0,4040.0,4040.0,4040.0,1,ESM3
2022-11-21 00:00:00+00:00,35,1,95414,4035.25,4035.25,4015.75,4029.75,50,ESM3
2022-11-22 00:00:00+00:00,35,1,95414,4032.5,4080.5,4024.5,4080.5,36,ESM3
2022-11-23 00:00:00+00:00,35,1,95414,4080.75,4102.5,4080.75,4101.75,39,ESM3
2022-11-25 00:00:00+00:00,35,1,95414,4110.0,4112.0,4094.0,4101.5,9,ESM3
2022-11-27 00:00:00+00:00,35,1,95414,4088.75,4093.0,4088.75,4093.0,3,ESM3
2022-11-28 00:00:00+00:00,35,1,95414,4083.75,4086.5,4030.0,4042.5,76,ESM3
2022-11-29 00:00:00+00:00,35,1,95414,4042.5,4055.75,4016.75,4027.25,110,ESM3
2022-11-30 00:00:00+00:00,35,1,95414,4032.75,4165.25,4016.0,4161.0,218,ESM3
2022-12-01 00:00:00+00:00,35,1,95414,4157.5,4170.0,4142.0,4148.75,47,ESM3
2022-12-02 00:00:00+00:00,35,1,95414,4140.0,4151.0,4078.75,4137.5,50,ESM3
2022-12-05 00:00:00+00:00,35,1,95414,4134.0,4134.0,4057.75,4074.5,63,ESM3
2022-12-06 00:00:00+00:00,35,1,95414,4070.0,4078.0,3991.5,4008.0,98,ESM3
