root,entry_bar_end_utc,exit_bar_end_utc,entry_completed_trading_date,exit_completed_trading_date,entry_raw_symbol,exit_raw_symbol,held_contracts_unit_plumbing,position_change_from_previous_pnl_row,entry_continuous_close,exit_continuous_close,price_change_points,contract_multiplier,gross_pnl_usd,etf_fee_per_side_usd,estimated_etf_fee_usd,net_after_etf_fees_usd,cumulative_gross_pnl_usd,cumulative_estimated_etf_fees_usd,cumulative_net_after_etf_fees_usd,cost_status,lookahead_status,backtest_row_status,pair_id,signal_root,execution_root,execution_row_id,source_family_lock_status,execution_variant_status,external_adapter_gate_status
MES,2022-01-03T05:00:00Z,2022-01-03T06:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4998.25,4998.5,0.25,5.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T06:00:00Z,2022-01-03T07:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4998.5,4996.5,-2.0,5.0,-0.0,0.56,0.0,-0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T07:00:00Z,2022-01-03T08:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4996.5,4996.5,0.0,5.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T08:00:00Z,2022-01-03T09:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4996.5,4995.75,-0.75,5.0,-0.0,0.56,0.0,-0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T09:00:00Z,2022-01-03T10:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4995.75,5002.0,6.25,5.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T10:00:00Z,2022-01-03T11:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5002.0,5007.0,5.0,5.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T11:00:00Z,2022-01-03T12:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5007.0,5010.25,3.25,5.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T12:00:00Z,2022-01-03T13:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5010.25,5004.0,-6.25,5.0,-0.0,0.56,0.0,-0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T13:00:00Z,2022-01-03T14:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5004.0,4995.5,-8.5,5.0,-0.0,0.56,0.0,-0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T14:00:00Z,2022-01-03T15:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4995.5,4978.25,-17.25,5.0,-0.0,0.56,0.0,-0.0,0.0,0.0,0.0,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T15:00:00Z,2022-01-03T16:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,1,1,4978.25,4990.5,12.25,5.0,61.25,0.56,0.56,60.69,61.25,0.56,60.69,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T16:00:00Z,2022-01-03T17:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,-1,4990.5,4982.25,-8.25,5.0,-0.0,0.56,0.56,-0.56,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T17:00:00Z,2022-01-03T18:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4982.25,4984.5,2.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T18:00:00Z,2022-01-03T19:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4984.5,4995.75,11.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T19:00:00Z,2022-01-03T20:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,4995.75,5001.0,5.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T20:00:00Z,2022-01-03T21:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5001.0,5006.25,5.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T21:00:00Z,2022-01-03T22:00:00Z,2022-01-03,2022-01-03,MESH2,MESH2,0,0,5006.25,5004.25,-2.0,5.0,-0.0,0.56,0.0,-0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-03T22:00:00Z,2022-01-04T00:00:00Z,2022-01-03,2022-01-04,MESH2,MESH2,0,0,5004.25,5002.75,-1.5,5.0,-0.0,0.56,0.0,-0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T00:00:00Z,2022-01-04T01:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5002.75,5004.0,1.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T01:00:00Z,2022-01-04T02:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5004.0,5004.25,0.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T02:00:00Z,2022-01-04T03:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5004.25,5008.5,4.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T03:00:00Z,2022-01-04T04:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5008.5,5009.75,1.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T04:00:00Z,2022-01-04T05:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5009.75,5014.0,4.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T05:00:00Z,2022-01-04T06:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5014.0,5016.75,2.75,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T06:00:00Z,2022-01-04T07:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5016.75,5016.0,-0.75,5.0,-0.0,0.56,0.0,-0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T07:00:00Z,2022-01-04T08:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5016.0,5017.25,1.25,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T08:00:00Z,2022-01-04T09:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5017.25,5013.25,-4.0,5.0,-0.0,0.56,0.0,-0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T09:00:00Z,2022-01-04T10:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5013.25,5016.0,2.75,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T10:00:00Z,2022-01-04T11:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5016.0,5023.5,7.5,5.0,0.0,0.56,0.0,0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
MES,2022-01-04T11:00:00Z,2022-01-04T12:00:00Z,2022-01-04,2022-01-04,MESH2,MESH2,0,0,5023.5,5022.75,-0.75,5.0,-0.0,0.56,0.0,-0.0,61.25,1.12,60.129999999999995,ETF_PUBLIC_PER_SIDE_COMMISSION_ONLY_NO_SPREAD_OR_SLIPPAGE,PASS_POSITION_FROM_PRIOR_COMPLETED_HOURLY_BAR_ONLY,DEV_RECON_UNIT_PLUMBING_ETF_COST_NOT_ALPHA_NOT_PROMOTION,ES_SIGNAL_TO_MES_EXECUTION,ES,MES,APPENDIX_C_174_006,LOCKED_CME_S_AND_P_500_INDEX_FUTURES_FAMILY_BASE_SIGNAL_TO_MICRO_EXECUTION_VARIANT_DEV_RECON_ONLY,MICRO_FUTURES_EXECUTION_VARIANT_DEV_RECON_ONLY,CFD_ADAPTER_GATE_REQUIRED_SEPARATE_NOT_OPENED
