ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,dataset
2026-05-18 00:00:00+00:00,35,1,42005618,1.659,1.66,1.658,1.66,88,42005618,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42013708,77475.0,77835.0,76015.0,77000.0,54426,42013708,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42009711,364.5,373.0,364.25,372.75,251,42009711,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,194904,1202.25,1218.5,1191.0,1212.0,130105,194904,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,4121243,647.5,666.0,646.0,664.75,78233,4121243,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42156042,106.7421875,106.9921875,106.6796875,106.890625,1667367,42156042,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42003597,112.4375,112.875,111.9375,112.40625,507923,42003597,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42370722,103.18359375,103.28125,103.16015625,103.24609375,1066860,42370722,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42079236,76.45,78.915,74.0,78.915,425,42079236,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,370522,110.48,112.69,106.87,108.99,26315,370522,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,4127885,1426.5,1444.0,1396.5,1427.0,3694,4127885,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42005224,1972.6,1989.4,1958.5,1989.4,174,42005224,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,1245,3.17,3.235,3.135,3.19,216,1245,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42017534,0.107325,0.108,0.10725,0.108,148,42017534,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42044970,184.34,185.01,184.31,184.97,1448,42044970,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42025128,0.58375,0.5887,0.5828,0.58785,35170,42025128,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,13412,0.7275,0.7291,0.72745,0.7287,43224,13412,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,10445,0.00631,0.00632,0.0063005,0.0063085,112799,10445,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,41315,1.2739,1.2794,1.27325,1.27835,21042,41315,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,41035,0.71265,0.71805,0.7115,0.71665,110270,41035,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42290645,254.925,255.775,253.1,253.375,8450,42290645,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42003186,3611.8,3645.9,3593.4,3613.1,12029,42003186,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42005163,7411.0,7454.25,7372.75,7429.25,1850967,42005163,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42004936,29118.0,29419.75,28814.25,29135.0,2685813,42004936,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42007180,12.45,12.83,12.42,12.805,774,42007180,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,748931,337.6,340.6,334.2,334.6,55160,748931,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,608206,74.25,75.84,74.19,75.55,59048,608206,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42002662,49447.0,49846.0,49152.0,49762.0,198408,42002662,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42004655,110.59375,111.03125,110.15625,110.625,669627,42004655,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42000661,109.078125,109.4375,108.9375,109.25,2703498,42000661,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42476196,104.75390625,104.9140625,104.71484375,104.8515625,7835,42476196,GLBX.MDP3
2026-05-18 00:00:00+00:00,35,1,42004057,6.1985,6.302,6.1885,6.301,235,42004057,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42017080,0.106625,0.10675,0.10615,0.10645,251,42017080,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42025128,0.5879,0.588,0.58225,0.5837,27023,42025128,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,20048,1.16695,1.167,1.1607,1.16205,143091,20048,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42290645,253.275,255.675,253.0,254.625,6223,42290645,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42005488,98.7,98.95,97.85,97.85,7495,42005488,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42006627,357.5,364.125,357.225,363.85,7040,42006627,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42002073,2785.7,2794.2,2728.5,2754.4,126862,42002073,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42005163,7429.25,7440.75,7353.75,7382.0,1640665,42005163,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42089456,2129.0,2146.0,2094.0,2111.5,5242,42089456,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42002662,49759.0,49844.0,49325.0,49487.0,168303,42002662,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42476196,104.84765625,104.85546875,104.55859375,104.671875,5792,42476196,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42004057,6.2835,6.2835,6.1315,6.166,133,42004057,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,371168,4.0454,4.1812,4.0369,4.1536,6456,371168,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42005224,1977.2,1981.4,1920.7,1920.7,161,42005224,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,41315,1.27835,1.27845,1.2684,1.27115,19583,41315,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,31776,1.3431,1.3433,1.3377,1.3395,67222,31776,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,13412,0.7287,0.72875,0.7268,0.7281,57559,13412,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42076764,0.86875,0.8697,0.8668,0.8675,3003,42076764,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42004936,29134.75,29190.0,28663.0,28950.5,2717620,42004936,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,4121242,705.75,720.0,697.5,704.25,19475,4121242,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42009711,372.5,385.0,372.0,381.0,582,42009711,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42007180,12.78,12.995,12.65,12.955,747,42007180,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,4121243,666.0,679.5,661.0,668.0,62382,4121243,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42003597,112.40625,112.46875,111.21875,111.625,425338,42003597,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42156042,106.8828125,106.9140625,106.4140625,106.59375,1762120,42156042,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42002605,111.125,111.171875,110.3125,110.578125,767877,42002605,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42008160,4585.5,4593.0,4467.2,4492.1,309836,42008160,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,3159,102.325,104.85,102.225,103.95,4839,3159,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,1245,3.185,3.295,3.185,3.28,231,1245,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42044970,184.95,185.02,184.05,184.44,1833,42044970,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,41035,0.7167,0.71685,0.70755,0.71005,100182,41035,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42017534,0.1079,0.1081,0.107425,0.10785,216,42017534,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42009488,103.32,103.4,102.79,102.96,54,42009488,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42005727,2274.6,2292.6,2274.6,2280.3,134,42005727,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42013708,77020.0,77420.0,76060.0,76845.0,32038,42013708,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,194904,1213.0,1220.75,1208.0,1210.25,70512,194904,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,748931,334.5,338.2,330.7,332.3,42651,748931,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42000661,109.25,109.296875,108.5625,108.8125,2666805,42000661,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42079236,78.87,78.87,73.18,74.17,498,42079236,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,370522,109.06,111.79,109.06,110.92,14316,370522,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,258289,3.6941,3.7227,3.64,3.6688,7526,258289,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,43947,3.187,3.287,3.173,3.283,125,43947,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,10445,0.0063085,0.0063175,0.006293,0.006301,145759,10445,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42009866,0.05776,0.05776,0.05729,0.05731,40877,42009866,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42005618,1.659,1.659,1.659,1.659,5,42005618,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42003186,3614.0,3620.0,3561.5,3582.5,10561,42003186,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,608206,75.57,75.9,75.18,75.37,36333,608206,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,495552,476.75,481.75,472.0,475.25,146810,495552,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42004655,110.625,110.71875,109.5625,109.9375,517829,42004655,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,42370722,103.24609375,103.25390625,103.08984375,103.14453125,1060135,42370722,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,22115,3535.0,3571.0,3535.0,3571.0,5,22115,GLBX.MDP3
2026-05-19 00:00:00+00:00,35,1,4127885,1429.0,1434.0,1352.0,1370.0,4351,4127885,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,41035,0.71,0.7171,0.7083,0.7146,112293,41035,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42025128,0.5837,0.58925,0.582,0.58715,39011,42025128,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42005488,97.65,98.225,97.125,97.2,8753,42005488,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42005727,2291.9,2302.3,2283.6,2301.9,142,42005727,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42005163,7381.5,7458.0,7356.0,7420.75,1488258,42005163,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42089456,2110.0,2150.0,2103.0,2129.0,5678,42089456,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,748931,332.5,334.2,328.8,330.6,37627,748931,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42009711,383.5,387.0,358.75,363.25,798,42009711,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42007180,12.97,12.995,12.805,12.925,781,42007180,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42003597,111.625,112.84375,111.15625,112.46875,463355,42003597,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42156042,106.59375,107.0625,106.484375,106.875,1848944,42156042,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42004655,109.9375,111.03125,109.5,110.71875,607982,42004655,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,258289,3.6679,3.6808,3.4622,3.4935,8002,258289,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,371168,4.1513,4.1796,3.8946,3.9494,10241,371168,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,43947,3.269,3.284,3.143,3.171,236,43947,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42009866,0.05731,0.0578,0.05723,0.05762,63602,42009866,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42017080,0.1063,0.10755,0.106275,0.107125,209,42017080,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42076764,0.8676,0.86775,0.86545,0.8662,3652,42076764,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42006627,364.0,366.125,358.775,365.825,10378,42006627,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,495552,475.75,477.0,462.75,465.75,186881,495552,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42002605,110.578125,111.40625,110.328125,111.140625,855187,42002605,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42004057,6.162,6.313,6.139,6.3105,346,42004057,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42079236,74.42,76.66,73.265,75.96,282,42079236,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,370522,110.94,111.5,103.28,105.31,36548,370522,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,4127885,1367.0,1391.0,1352.0,1378.5,4108,4127885,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,41315,1.2711,1.2762,1.26815,1.27335,24973,41315,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,13412,0.7281,0.7291,0.7266,0.72815,61365,13412,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,31776,1.3394,1.3462,1.3374,1.3433,84821,31776,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,20048,1.16205,1.16595,1.15965,1.16365,168171,20048,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42044970,184.42,184.6,184.1,184.55,1521,42044970,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42290645,254.75,254.85,251.6,253.175,13018,42290645,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42003186,3575.5,3646.5,3562.5,3633.3,9188,42003186,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42013708,76840.0,77935.0,76475.0,77590.0,41920,42013708,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,4121242,704.0,712.25,694.5,698.5,18744,4121242,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42370722,103.14453125,103.3359375,103.11328125,103.234375,1268329,42370722,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,3159,104.0,104.425,96.975,98.875,9967,3159,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,1245,3.275,3.305,3.14,3.18,720,1245,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42017534,0.1077,0.108,0.107425,0.108,209,42017534,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,10445,0.006301,0.0063195,0.006296,0.006305,126558,10445,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42009488,102.85,103.28,102.76,103.11,115,42009488,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42005618,1.659,1.659,1.656,1.659,69,42005618,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42004936,28949.5,29397.0,28796.0,29192.25,2457447,42004936,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42002073,2754.1,2824.0,2740.4,2810.6,140152,42002073,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,608206,75.45,76.32,74.51,74.67,55756,608206,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,194904,1210.0,1212.0,1196.0,1199.25,77240,194904,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,4121243,668.25,672.75,655.5,661.0,55555,4121243,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42002662,49485.0,50159.0,49294.0,49982.0,185416,42002662,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42000661,108.796875,109.5,108.609375,109.25,2835691,42000661,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42476196,104.67578125,104.98046875,104.60546875,104.84375,9998,42476196,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42008160,4492.2,4557.5,4454.9,4548.0,313744,42008160,GLBX.MDP3
2026-05-20 00:00:00+00:00,35,1,42005224,1916.9,1958.0,1916.9,1955.8,143,42005224,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42009488,103.02,103.84,102.99,103.66,153,42009488,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,10445,0.006305,0.006309,0.0062855,0.0063,118660,10445,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42025128,0.58715,0.5892,0.58505,0.58815,40835,42025128,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,13412,0.7281,0.72825,0.72535,0.7265,67057,13412,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42006627,365.6,365.75,356.525,356.525,8384,42006627,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42005488,97.1,97.2,94.775,95.25,9113,42005488,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42002073,2810.7,2858.8,2792.9,2853.6,153789,42002073,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42004936,29190.5,29579.25,29127.25,29550.5,2499873,42004936,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,4121243,660.75,660.75,645.25,647.75,44994,4121243,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,4121242,700.0,700.0,683.0,686.75,17736,4121242,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,495552,465.0,469.25,460.0,462.75,163177,495552,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42000661,109.265625,109.484375,108.890625,109.3125,2577404,42000661,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42156042,106.875,106.9921875,106.6328125,106.8828125,1949988,42156042,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,258289,3.5004,3.5597,3.359,3.4526,8304,258289,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,4127885,1376.0,1409.0,1343.5,1398.5,3811,4127885,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42017534,0.107975,0.10835,0.107525,0.1081,123,42017534,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42044970,184.57,184.78,184.25,184.56,1360,42044970,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,41035,0.71465,0.7165,0.70965,0.71445,122551,41035,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,41315,1.2734,1.27555,1.2681,1.27415,24066,41315,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42009866,0.05762,0.05783,0.0574,0.05769,60940,42009866,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42076764,0.86645,0.8666,0.8647,0.8658,2367,42076764,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42290645,253.375,253.475,248.8,249.95,10241,42290645,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42005727,2289.7,2306.0,2285.0,2306.0,50,42005727,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42005163,7420.5,7486.75,7407.75,7479.5,1596431,42005163,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42089456,2129.5,2158.5,2102.5,2134.0,7834,42089456,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42002662,49983.0,50475.0,49773.0,50454.0,192534,42002662,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42003597,112.46875,113.21875,111.90625,113.03125,400276,42003597,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42008160,4548.1,4572.5,4488.5,4536.1,294390,42008160,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42079236,75.765,77.145,74.5,76.695,378,42079236,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42004057,6.3165,6.3255,6.219,6.319,167,42004057,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,3159,98.8,102.625,95.775,97.725,9990,3159,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,371168,3.9564,4.0475,3.7894,3.8934,6553,371168,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,43947,3.168,3.199,3.117,3.132,296,43947,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,1245,3.175,3.205,3.12,3.135,1330,1245,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42017080,0.107075,0.107325,0.106475,0.1072,116,42017080,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,20048,1.16365,1.16475,1.15885,1.16295,183969,20048,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,31776,1.3433,1.3454,1.3391,1.3431,78949,31776,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42003186,3630.9,3659.3,3597.5,3652.2,12530,42003186,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42013708,77595.0,78280.0,76665.0,77635.0,45392,42013708,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,748931,330.9,331.2,327.2,327.3,40940,748931,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,194904,1199.0,1204.0,1191.0,1193.5,67164,194904,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42009711,361.5,364.75,352.25,359.25,564,42009711,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42004655,110.71875,111.28125,110.15625,111.125,552914,42004655,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42370722,103.234375,103.265625,103.125,103.203125,1343781,42370722,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42476196,104.84375,104.90234375,104.68359375,104.8203125,8599,42476196,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,370522,105.29,109.31,102.16,104.69,31724,370522,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42005618,1.658,1.658,1.657,1.657,30,42005618,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,608206,74.62,74.96,73.51,73.85,56038,608206,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42007180,12.92,13.03,12.84,12.98,724,42007180,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42002605,111.140625,111.453125,110.734375,111.328125,822996,42002605,GLBX.MDP3
2026-05-21 00:00:00+00:00,35,1,42005224,1943.6,1977.3,1924.2,1974.7,150,42005224,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42009866,0.05769,0.05773,0.05752,0.05759,46125,42009866,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,20048,1.16295,1.1631,1.16005,1.16175,132830,20048,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,31776,1.3432,1.3463,1.3412,1.3433,60461,31776,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42005618,1.657,1.66,1.657,1.659,11,42005618,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42290645,249.425,250.575,247.475,249.35,6525,42290645,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42003186,3652.9,3686.5,3644.4,3672.7,10955,42003186,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42005163,7480.0,7524.0,7469.5,7484.25,1128001,42005163,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,608206,74.0,74.6,73.84,73.95,48000,608206,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42004655,111.15625,111.71875,111.03125,111.46875,339909,42004655,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42476196,104.81640625,104.92578125,104.6640625,104.7734375,9993,42476196,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42156042,106.8828125,107.0625,106.7109375,106.8671875,1396117,42156042,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42004057,6.3275,6.369,6.2965,6.3505,463,42004057,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,22115,3630.5,3630.5,3630.5,3630.5,1,22115,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42008160,4536.4,4542.2,4490.0,4511.0,227620,42008160,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42079236,76.64,77.09,75.095,75.535,593,42079236,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42005224,1965.0,1965.0,1906.4,1922.8,243,42005224,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,4127885,1398.0,1399.0,1347.5,1357.0,3078,4127885,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,13412,0.72645,0.72645,0.72395,0.7241,55127,13412,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42017534,0.108175,0.108275,0.107725,0.10785,139,42017534,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42044970,184.58,184.7,184.31,184.54,1197,42044970,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,10445,0.0062995,0.0063015,0.0062915,0.0062925,98289,10445,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,41315,1.2742,1.27865,1.27255,1.2769,24624,41315,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42004936,29550.5,29747.75,29437.5,29520.0,1950207,42004936,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,42009711,357.75,366.0,353.25,366.0,313,42009711,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,4121242,687.5,693.0,677.0,683.75,19179,4121242,GLBX.MDP3
2026-05-22 00:00:00+00:00,35,1,748931,327.7,333.3,326.2,332.0,43481,748931,GLBX.MDP3
