ts_recv,ts_event,rtype,publisher_id,instrument_id,raw_symbol,security_update_action,instrument_class,min_price_increment,display_factor,expiration,activation,high_limit_price,low_limit_price,max_price_variation,trading_reference_price,unit_of_measure_qty,min_price_increment_amount,price_ratio,inst_attrib_value,underlying_id,raw_instrument_id,market_depth_implied,market_depth,market_segment_id,max_trade_vol,min_lot_size,min_lot_size_block,min_lot_size_round_lot,min_trade_vol,contract_multiplier,decay_quantity,original_contract_size,trading_reference_date,appl_id,maturity_year,decay_start_date,channel_id,currency,settl_currency,secsubtype,group,exchange,asset,cfi,security_type,unit_of_measure,underlying,strike_price_currency,strike_price,match_algorithm,md_security_trading_status,main_fraction,price_display_format,settl_price_type,sub_fraction,underlying_product,maturity_month,maturity_day,maturity_week,user_defined_instrument,contract_multiplier_unit,flow_schedule_type,tick_rule,symbol,dataset
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.178305097+00:00,19,1,194904,ZSN6,A,F,0.25,1.0,2026-07-14 17:01:00+00:00,2022-11-14 22:30:00+00:00,1281.5,1111.5,9.75,1196.5,5000.0,1.0,,796751,0,194904,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,ZS,XCBT,ZS,FCAXSX,FUT,BU,,,,K,255,8,1,3,255,2,7,255,255,N,127,127,255,194904,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.178305097+00:00,19,1,4121242,KEN6,A,F,0.25,1.0,2026-07-14 17:01:00+00:00,2023-07-14 21:30:00+00:00,727.0,637.0,9.75,682.0,5000.0,1.0,,796675,0,4121242,2,10,70,1000,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,KE,XCBT,KE,FCAXSX,FUT,BU,,,,K,255,8,1,3,255,2,7,255,255,N,127,127,255,4121242,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.178305097+00:00,19,1,4121243,ZWN6,A,F,0.25,1.0,2026-07-14 17:01:00+00:00,2023-07-14 21:30:00+00:00,691.25,601.25,9.75,646.25,5000.0,1.0,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,255,8,1,3,255,2,7,255,255,N,127,127,255,4121243,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.328000+00:00,19,1,42005488,HEM6,A,F,0.025,0.001,2026-06-12 17:00:00+00:00,2024-12-13 22:30:00+00:00,100.5,91.0,0.975,95.75,40000.0,0.01,,794703,0,42005488,2,5,70,500,0,0,0,1,2147483647,2147483647,2147483647,20595,316,2026,65535,6,USD,,,HE,XCME,HE,FCAXSX,FUT,LBS,,,,K,255,255,255,3,255,2,6,255,255,N,127,127,255,42005488,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.328000+00:00,19,1,42005618,CSCK6,A,F,0.001,0.001,2026-06-02 17:10:00+00:00,2024-06-04 21:30:00+00:00,,0.001,0.06,1.658,20000.0,0.02,,794631,0,42005618,2,5,70,100,0,0,0,1,2147483647,2147483647,2147483647,20595,316,2026,65535,6,USD,,,DC,XCME,CSC,FCAXSX,FUT,LBS,,,,K,255,255,255,3,255,2,5,255,255,N,127,127,255,42005618,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.328000+00:00,19,1,42006627,GFQ6,A,F,0.025,0.001,2026-08-27 17:00:00+00:00,2025-06-06 21:30:00+00:00,359.1,340.6,0.975,349.85,50000.0,0.0125,,794703,0,42006627,2,5,70,500,0,0,0,1,2147483647,2147483647,2147483647,20595,316,2026,65535,6,USD,,,GF,XCME,GF,FCAXSX,FUT,LBS,,,,K,255,255,255,3,255,2,8,255,255,N,127,127,255,42006627,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.378000+00:00,19,1,42007180,ZRN6,A,F,0.005,0.001,2026-07-14 17:01:00+00:00,2025-05-14 21:30:00+00:00,13.785,12.185,0.195,12.985,2000.0,0.01,,794703,0,42007180,2,10,70,1000,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,ZR,XCBT,ZR,FCAXSX,FUT,CWT,,,,K,255,255,255,3,255,2,7,255,255,N,127,127,255,42007180,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.428000+00:00,19,1,42009711,ZON6,A,F,0.25,1.0,2026-07-14 17:01:00+00:00,2023-09-14 21:30:00+00:00,391.0,341.0,9.75,366.0,5000.0,1.0,,796751,0,42009711,2,10,70,1000,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,ZO,XCBT,ZO,FCAXSX,FUT,BU,,,,K,255,8,1,3,255,2,7,255,255,N,127,127,255,42009711,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.678000+00:00,19,1,42290645,LEM6,A,F,0.025,0.001,2026-06-30 17:00:00+00:00,2024-12-31 22:30:00+00:00,256.55,242.05,0.975,249.3,40000.0,0.01,,794699,0,42290645,2,5,70,500,0,0,0,1,2147483647,2147483647,2147483647,20595,316,2026,65535,6,USD,,,LE,XCME,LE,FCAXSX,FUT,LBS,,,,K,255,255,255,3,255,2,6,255,255,N,127,127,255,42290645,GLBX.MDP3
2026-05-27 00:00:00+00:00,2026-05-24 11:34:38.678000+00:00,19,1,495552,ZCN6,A,F,0.25,1.0,2026-07-14 17:01:00+00:00,2022-12-14 22:30:00+00:00,493.25,433.25,9.75,463.25,5000.0,1.0,,796751,0,495552,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,20595,340,2026,65535,15,USD,,,ZC,XCBT,ZC,FCAXSX,FUT,BU,,,,K,255,8,1,3,255,2,7,255,255,N,127,127,255,495552,GLBX.MDP3
