completed_timestamp_utc,trading_date,raw_symbol,row_locator,close_price,annual_percentage_sigma,readiness_status
2026-04-12T00:00:00Z,2026-04-12,ZNM6,S27V2_RUNTIME_EVIDENCE_ZN_SELECTED_DAILY_CURRENT_20260412_ZNM6_0001,110.765625,0.06303195596328175,READY_COMPLETED_BAR_LOCAL_RUNTIME_EVIDENCE_RECON
