effective_trading_date,raw_symbol,commission_policy_hash,spread_policy_hash,contract_multiplier_value_hash,currency_policy_hash,row_locator,readiness_status
2026-04-13,ZNM6,8b459fd4a18f576f4cf4e3123751ee7db57277c799cdd2e1b76494f19c32cde1,09a7af30a67a8b915e7514b12f3545b305f9bff4adad9ce4d0bbd2d38ed248e2,e62e5636ad530c3c37d212511b1927fa67a4094f8ee67a8a7f353d91fe25002c,724019dc52f3fcb5a67da2d59198c72c5a07698c1be68329eb03019bbd7103e1,S27V2_RUNTIME_EVIDENCE_ZN_COST_POLICY_HASHES_20260413_ZNM6_0001,READY_COST_PARAMETER_HASHES_LOCAL_ONLY_FAIL_CLOSED_FOR_EXECUTION
