completed_timestamp_utc,trading_date,raw_symbol,session_id,row_locator,close_price,readiness_status
2026-04-13T14:00:00Z,2026-04-13,ZNM6,UTC_ZN_RUNTIME_EVIDENCE_2026-04-12T22_2026-04-13T21Z,S27V2_POSITIVE_ACTION_ZN_HOURLY_FILL_20260413T140000Z_ZNM6_0001,111.09375,READY_COMPLETED_BAR_LOCAL_POSITIVE_ACTION_RECON
