completed_timestamp_utc,trading_date,raw_symbol,session_id,row_locator,close_price,readiness_status
2026-04-13T13:00:00Z,2026-04-13,ZNM6,UTC_ZN_RUNTIME_EVIDENCE_2026-04-12T22_2026-04-13T21Z,S27V2_POSITIVE_ACTION_ZN_HOURLY_DECISION_20260413T130000Z_ZNM6_0001,111.03125,READY_COMPLETED_BAR_LOCAL_POSITIVE_ACTION_RECON
