book_symbol,roll_transition_date,old_source_contract,new_source_contract,old_contract_roll_date_close,new_contract_roll_date_close,roll_gap_or_offset,adjustment_method,adjustment_offset_applied,adjustment_factor_or_offset,adjustment_applies_to_dates_before,adjusted_close_before_roll,adjusted_close_after_roll,negative_adjusted_price_flag,adjustment_policy_status,blocker
ZN,2026-02-16,ZNH6,ZNM6,113.2187500000,113.1406250000,-0.0781250000,LOCAL_ADDITIVE_BACK_ADJUSTMENT_OLD_HISTORY_TO_NEW_CONTRACT_LEVEL,-0.0781250000,-0.0781250000,2026-02-16,113.1406250000,113.1406250000,NO,ADJUSTMENT_READY_FOR_DEV_RECON_LINEAGE_ONLY,
