book_symbol,product_family,lifecycle_class,roll_rule_class,roll_rule_parameters,old_source_contract,new_source_contract,roll_transition_date,earliest_lifecycle_blocker,buffer_count_source_completed_dates,first_notice_blocker_status,last_trade_blocker_status,expiration_or_final_settlement_blocker_status,provider_condition_policy_status,roll_plan_status,blocker
ZN,Treasury rates,physical delivery,STATIC_LIFECYCLE_BUFFER_ROLL,physical_delivery_roll_buffer=10_completed_trading_dates_before_earliest_lifecycle_blocker; completed_dates_are_source_completed_trading_dates_from_existing_normal_provider_rows_including_sunday_globex_sessions,ZNH6,ZNM6,2026-02-16,2026-02-27,10,LOCKED_OFFICIAL_CME_TREASURY_DELIVERY_PROCESS_AND_CBOT_RULEBOOK_CHAPTER_19,LOCKED_OFFICIAL_CBOT_RULEBOOK_CHAPTER_19_AND_JUNETEENTH_HOLIDAY_ADJUSTMENT_FOR_ZNM6,LOCKED_DATABENTO_DEFINITION_EXPIRATION_CROSS_CHECK_ONLY_NOT_ROLL_SOURCE,NORMAL_PROVIDER_CONDITION_ONLY_ENFORCED_ON_ROLL_CHAIN_EXPANSION; ADJACENT_ROWS_AVAILABLE,ROLL_PLAN_READY_FOR_LOCAL_DEV_RECON_CONSTRUCTION,
