trading_date,session_id,raw_symbol,session_open_utc,session_close_utc,row_locator,readiness_status
2026-04-13,UTC_ZN_RUNTIME_EVIDENCE_2026-04-12T22_2026-04-13T21Z,ZNM6,2026-04-12T22:00:00Z,2026-04-13T21:00:00Z,S27V2_RUNTIME_EVIDENCE_ZN_SESSION_20260413_DECLARED_LOCAL_0001,READY_SESSION_CALENDAR_LOCAL_RUNTIME_EVIDENCE_RECON_NOT_EXECUTION_POLICY
