trading_date,expiring_raw_symbol,incoming_raw_symbol,roll_policy_hash,row_locator,readiness_status
2026-02-16,ZNH6,ZNM6,2058be687384b421f43b2936a1f711d0610d2976bf0c27b65b51c84a70ebf84e,S27V2_RUNTIME_EVIDENCE_ZN_ROLL_20260216_ZNH6_ZNM6_DECLARED_LOCAL_0001,READY_ROLL_CALENDAR_LOCAL_RUNTIME_EVIDENCE_RECON_NOT_EXECUTION_POLICY
