period_label,stage,baseline_mode,trial,row_count,average_abs_position_all_rows,average_abs_position_active_rows,gross_pnl_usd,fees_usd,net_after_fees_usd,baseline_status,random_net_stdev,random_net_min,random_net_max,live_net_minus_random_mean,live_net_z_vs_random,positive_null_net_minus_constant_long,positive_null_z_vs_random
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,4,5918,0.6966880702940182,2.0200881920627145,1359.375,10850.860000000512,-9491.485000000512,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,5,5918,0.6966880702940182,2.0200881920627145,-3250.0,11059.240000000551,-14309.240000000551,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,6,5918,0.6966880702940182,2.0200881920627145,-5015.625,11128.700000000554,-16144.325000000554,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,7,5918,0.6966880702940182,2.0200881920627145,8859.375,11083.400000000538,-2224.025000000538,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,8,5918,0.6966880702940182,2.0200881920627145,13312.5,11018.47000000054,2294.0299999994604,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,9,5918,0.6966880702940182,2.0200881920627145,-2156.25,10976.190000000524,-13132.440000000524,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,10,5918,0.6966880702940182,2.0200881920627145,-2375.0,11207.220000000563,-13582.220000000563,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,11,5918,0.6966880702940182,2.0200881920627145,-11921.875,11196.650000000527,-23118.525000000525,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,12,5918,0.6966880702940182,2.0200881920627145,2656.25,11000.350000000513,-8344.100000000513,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
ZN_2024_VALIDATION,VALIDATION,RANDOM_POSITION_PERMUTATION,13,5918,0.6966880702940182,2.0200881920627145,-15796.875,11063.770000000537,-26860.645000000535,DETERMINISTIC_RANDOM_POSITION_NULL_NOT_ALPHA_STATISTIC,,,,,,,
