extract_status,source_database,ninjatrader_master_instrument_id,ninjatrader_master_name,ninjatrader_description,instrument_type_code,instrument_type_label,currency_code_raw,point_value,tick_size,trading_hours_template,is_server_supported,user_data_bytes,sanitized_symbol_mapping_tokens,market_data_rows_included,account_order_or_execution_fields_included,provider_api_accessed,production_mapping_status
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,175,UHO,Heating Oil Futures,0,FUTURE,7,42000.0,0.0001,Ipe Europe Futures,0,7560,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,176,UHU,NYH RBOB Gasoline Futures,0,FUTURE,7,42000.0,0.0001,Ipe Europe Futures,1,7546,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,699839150754364,VLQ,Nasdaq 100 Volatility Index Futures,0,FUTURE,7,100.0,0.05,CME US Index Futures ETH,1,1118,@VLQ,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,177,VX,CBOE Volatility Index Futures,0,FUTURE,7,1000.0,0.05,CBOE US Index Futures ETH,1,7200,@VX ; VX|||CFE ; -#VIX FUTURES - CBOE FUTURES EXCHANGE,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,699839150753738,VXM,CBOE Mini Volatility Index Futures,0,FUTURE,7,100.0,0.05,CBOE US Index Futures ETH,1,2210,@VXM ; VXM|CFE||100,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,178,W,White Sugar Futures,0,FUTURE,7,5.0,0.1,Liffe Commodities3,0,3336,QW ; W|ICL ; XFW ; W|ICEEUSOFT ; SW,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,859,WBG,Míni de Boi Gordo,0,FUTURE,12,1.0,0.01,Default 24 x 7,0,5176,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,858,WCF,Míni de Café Arábica,0,FUTURE,12,1.0,0.05,Default 24 x 7,0,2264,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,179,WDC,S&P / Case-Shiller Home Price Index Futures (DC),0,FUTURE,7,250.0,0.2,CME Housing Futures ETH,1,2664,@DC ; WDC|CME ; GWDC,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,855,WDO,Míni de Dólar,0,FUTURE,12,10.0,0.5,Default 24 x 7,0,7282,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,856,WEU,Míni de Euro,0,FUTURE,12,10.0,0.001,Default 24 x 7,0,7050,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,853,WIN,Míni Ibovespa,0,FUTURE,12,0.2,5.0,BM&F Bovespa,0,3746,,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,699839150753730,WS,Crude Oil Financial Futures,0,FUTURE,7,1000.0,0.01,Nymex Energy RTH,0,7568,BB|NYMEX ; WSE,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,699839150754357,XBT,CFE Bitcoin Futures,0,FUTURE,7,1.0,10.0,CFE FX Futures,1,900,@XBT ; GXBT|CFECRYPTO ; -#BITCOIN-USD - CBOE FUTURES EXCHANGE,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,184,XC,Mini-Corn Futures,0,FUTURE,7,10.0,0.125,CBOT Agriculturals Mini ETH,1,3332,@YC ; XC|CBOT ; YC|CBOT,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
STATIC_INSTRUMENT_DEFINITION_ONLY,C:\Users\openclaw\Documents\NinjaTrader 8\db\NinjaTrader.sqlite,187,XK,Mini Soybean Futures,0,FUTURE,7,10.0,0.125,CBOT Agriculturals Mini ETH,1,4136,@YK ; XK|CBOT ; YK|CBOT,NO,NO,NO,EVIDENCE_ONLY_NOT_APPENDIX_C_MAPPING
