old_contract_key,new_contract_key,first_notice_proxy,roll_transition_date,old_raw_symbol,new_raw_symbol,old_close,new_close,additive_delta_to_prior_history,roll_rule_status
MESH2_2022,MESM2_2022,2022-02-28,2022-02-14,MESH2,MESM2,4394.5,4388.75,-5.75,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESM2_2022,MESU2_2022,2022-05-31,2022-05-17,MESM2,MESU2,4090.5,4094.5,4.0,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESU2_2022,MESZ2_2022,2022-08-31,2022-08-17,MESU2,MESZ2,4280.75,4299.5,18.75,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESZ2_2022,MESH3_2023,2022-11-30,2022-11-16,MESZ2,MESH3,3974.0,4005.0,31.0,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESH3_2023,MESM3_2023,2023-02-28,2023-02-14,MESH3,MESM3,4140.75,4177.5,36.75,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESM3_2023,MESU3_2023,2023-05-31,2023-05-17,MESM3,MESU3,4171.0,4206.75,35.75,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESU3_2023,MESZ3_2023,2023-08-31,2023-08-17,MESU3,MESZ3,4379.0,4427.5,48.5,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
MESZ3_2023,MESH4_2024,2023-11-30,2023-11-16,MESZ3,MESH4,4528.75,4579.5,50.75,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
