old_contract_key,new_contract_key,first_notice_proxy,roll_transition_date,old_raw_symbol,new_raw_symbol,old_close,new_close,additive_delta_to_prior_history,roll_rule_status
ZTH2_2022,ZTM2_2022,2022-02-28,2022-02-14,ZTH2,ZTM2,107.55078125,107.203125,-0.34765625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTM2_2022,ZTU2_2022,2022-05-31,2022-05-17,ZTM2,ZTU2,105.5078125,105.140625,-0.3671875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTU2_2022,ZTZ2_2022,2022-08-31,2022-08-17,ZTU2,ZTZ2,104.53515625,104.4453125,-0.08984375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTZ2_2022,ZTH3_2023,2022-11-30,2022-11-16,ZTZ2,ZTH3,102.44140625,102.7578125,0.31640625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTH3_2023,ZTM3_2023,2023-02-28,2023-02-14,ZTH3,ZTM3,101.9921875,102.30078125,0.30859375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTM3_2023,ZTU3_2023,2023-05-31,2023-05-17,ZTM3,ZTU3,102.85546875,103.5234375,0.66796875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTU3_2023,ZTZ3_2023,2023-08-31,2023-08-17,ZTU3,ZTZ3,101.40234375,101.82421875,0.421875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZTZ3_2023,ZTH4_2024,2023-11-30,2023-11-16,ZTZ3,ZTH4,101.6171875,102.05859375,0.44140625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
