pair_id,signal_root,execution_root,pair_status,requested_window_start,requested_window_end,effective_backtest_start,effective_backtest_end,signal_hourly_source_rows,signal_daily_continuous_rows,execution_hourly_source_rows,s27_signal_forecast_rows,backtest_rows,rounded_position_counts,position_change_sides,execution_contract_multiplier,micro_futures_fee_per_side_usd_placeholder,gross_pnl_usd,estimated_micro_futures_fees_usd_placeholder,net_after_micro_futures_fees_usd,cfd_adapter_status,fail_closed_reason,fail_closed_message
ES_SIGNAL_TO_MES_EXECUTION,ES,MES,PASS_S27_INDEX_BASE_SIGNAL_TO_MICRO_FUTURES_EXECUTION_DEV_RECON_NOT_ALPHA,2022-01-01,2023-12-31,2022-01-03,2023-12-29,27880,4010,28716,11777,11775,"{""-2"": 46, ""-1"": 531, ""0"": 10380, ""1"": 670, ""2"": 150}",1424,5.0,0.56,-4991.25,797.44,-5788.6900000000005,ICMARKETS_CFD_ADAPTER_BLOCKED_STATIC_SPEC_AND_CFD_DATA_GATE_REQUIRED,,
