attempt_utc,dataset,archive_rows,archive_start_date,archive_last_date,condition_start_date,condition_end_date_exclusive,metadata_api_accessed,new_ohlcv_request,new_market_data_download,diagnostics_run,backtests_run,forecasts_computed,positions_computed,costs_carry_trend_or_risk_computed,condition_metadata_downloaded,condition_records_returned,rows_joined,row_ready_count,row_quarantined_count,row_blocked_count,readiness_summary_json,raw_condition_parseable_records,provider_condition_status
2026-05-30T15:45:06Z,GLBX.MDP3,4568,2023-05-23,2026-05-29,2023-05-23,2026-05-30,YES,NO,NO,NO,NO,NO,NO,NO,YES,948,4568,4483,85,0,"{""ROW_QUARANTINED_PROVIDER_CONDITION_DEGRADED"": 85, ""ROW_READY_PROVIDER_CONDITION_NORMAL"": 4483}",948,PASS_PROVIDER_CONDITION_METADATA_JOIN_WITH_DEGRADED_ROWS_QUARANTINED
