root,row_id,book_label,raw_symbol,completed_trading_date,derived_completed_bar_end_utc,continuous_close,equilibrium_ewma5,raw_forecast_equilibrium_minus_price,sigma_percent_i_t,sigma_price_i_t,risk_adjusted_forecast,forecast_scalar,scaled_forecast,capped_forecast,source_daily_runtime_completed_trading_date,forecast_status
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T05:00:00Z,132.453125,132.4828317901235,0.029706790123498195,0.03159785255355499,0.26157714462547427,0.11356798838840576,9.3,1.0561822920121737,1.0561822920121737,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T06:00:00Z,132.4375,132.46772119341568,0.03022119341568441,0.03159785255355499,0.26154628734758995,0.11554816442689944,9.3,1.0745979291701648,1.0745979291701648,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T07:00:00Z,132.4375,132.45764746227712,0.02014746227712294,0.03159785255355499,0.26154628734758995,0.07703210961793296,9.3,0.7163986194467765,0.7163986194467765,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T08:00:00Z,132.40625,132.44051497485142,0.03426497485142477,0.03159785255355499,0.26148457279182125,0.13104013933053152,9.3,1.2186732957739432,1.2186732957739432,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T09:00:00Z,132.328125,132.40305164990096,0.07492664990095932,0.03159785255355499,0.26133028640239964,0.2867124623496043,9.3,2.66642589985132,2.66642589985132,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T10:00:00Z,132.40625,132.40411776660065,-0.00213223339935098,0.03159785255355499,0.26148457279182125,-0.008154337277283812,9.3,-0.07583533667873946,-0.07583533667873946,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T11:00:00Z,132.375,132.39441184440045,0.019411844400451628,0.03159785255355499,0.2614228582360526,0.07425457946345167,9.3,0.6905675890101005,0.6905675890101005,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T12:00:00Z,132.359375,132.382732896267,0.0233578962669867,0.03159785255355499,0.2613920009581683,0.08935964444728654,9.3,0.8310446933597649,0.8310446933597649,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T13:00:00Z,132.359375,132.37494693084466,0.0155719308446578,0.03159785255355499,0.2613920009581683,0.059573096298191026,9.3,0.5540297955731766,0.5540297955731766,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZN,APPENDIX_C_172_004,10-year US,ZNH2,2022-01-03,2022-01-03T14:00:00Z,131.953125,132.2343396205631,0.2812146205631052,0.03159785255355499,0.2605897117331757,1.0791470572370403,9.3,10.036067632304476,10.036067632304476,2016-09-21,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
