gate,lane,window_label,evidence_class,group_kind,group_value,rows,active_rows,long_rows,short_rows,flat_rows,gross_pnl_usd,estimated_fee_usd,net_pnl_usd,status
S27_ZN_PRE_LOCKBOX_ROBUSTNESS_STACK_DEV_RECON_ONLY,SOURCE_NATIVE_FUTURES,2022_2023_INITIAL_DEV_RECON,TEST_1_DEVELOPMENT_RECONCILIATION,TREND_VETO,NO,5696,2537,572,1965,3159,10343.75,4262.7300000002,6081.0199999998,DEV_RECON_ATTRIBUTION_NOT_PASS_FAIL
S27_ZN_PRE_LOCKBOX_ROBUSTNESS_STACK_DEV_RECON_ONLY,SOURCE_NATIVE_FUTURES,2022_2023_INITIAL_DEV_RECON,TEST_1_DEVELOPMENT_RECONCILIATION,TREND_VETO,YES,6074,0,0,0,6074,0.0,738.39,-738.39,DEV_RECON_ATTRIBUTION_NOT_PASS_FAIL
S27_ZN_PRE_LOCKBOX_ROBUSTNESS_STACK_DEV_RECON_ONLY,SOURCE_NATIVE_FUTURES,2024_VALIDATION_STYLE,TEST_2_VALIDATION_STYLE_INFORMATIONALLY_TOUCHED_NOT_LOCKBOX,TREND_VETO,NO,2962,2041,916,1125,921,29968.75,4430.3400000001,25538.4099999999,DEV_RECON_ATTRIBUTION_NOT_PASS_FAIL
S27_ZN_PRE_LOCKBOX_ROBUSTNESS_STACK_DEV_RECON_ONLY,SOURCE_NATIVE_FUTURES,2024_VALIDATION_STYLE,TEST_2_VALIDATION_STYLE_INFORMATIONALLY_TOUCHED_NOT_LOCKBOX,TREND_VETO,YES,2956,0,0,0,2956,0.0,919.59,-919.59,DEV_RECON_ATTRIBUTION_NOT_PASS_FAIL
