root,purpose,raw_symbol,resolved_d0,resolved_d1,instrument_id,symbology_status
MES,execution_hourly,MESH2,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESM2,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESU2,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESZ2,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESH3,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESM3,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESU3,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESZ3,,,,CACHED_PROVIDER_CSV_USED_SYMBOLOGY_NOT_REQUERIED
MES,execution_hourly,MESH4,2022-12-04,2024-01-01,763,
