finalize_attempt_utc,dataset,schema,request_strategy,provider_api_accessed_in_finalize,new_data_download_in_finalize,market_rows_parsed,diagnostics_run,backtests_run,forecasts_computed,positions_computed,costs_carry_trend_or_risk_computed,symbols_expected,symbols_with_raw_files,accepted_market_rows,missing_raw_or_definition_files,duplicate_dates_total,all_16_symbols_have_rows,provider_condition_warnings_observed,archive_status
2026-05-30T15:34:10Z,GLBX.MDP3,ohlcv-1d,PER_SYMBOL_CURRENT_INSTRUMENT_ID,NO,NO,YES_EXISTING_QUARANTINE_RAW_PROVIDER_FILES_ONLY,NO,NO,NO,NO,NO,16,16,4568,,0,YES,YES_REDUCED_QUALITY_WARNINGS_PRINTED_DURING_REQUESTS,PASS_WITH_PROVIDER_CONDITION_WARNINGS_16_SYMBOL_DATED_CONTRACT_PER_SYMBOL_CURRENT_ID_FULL_HISTORY_QUARANTINE_ONLY
