root,row_id,book_label,raw_symbol,completed_trading_date,derived_completed_bar_end_utc,continuous_close,equilibrium_ewma5,raw_forecast_equilibrium_minus_price,sigma_percent_i_t,sigma_price_i_t,risk_adjusted_forecast,forecast_scalar,scaled_forecast,capped_forecast,source_daily_runtime_completed_trading_date,forecast_status
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T05:00:00Z,110.3984375,110.40403163580248,0.0055941358024824694,0.010536937785885893,0.072703841724782,0.07694415686668782,9.3,0.7155806588601967,0.7155806588601967,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T06:00:00Z,110.3984375,110.40216692386832,0.0037294238683216463,0.010536937785885893,0.072703841724782,0.05129610457779188,9.3,0.4770537725734645,0.4770537725734645,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T07:00:00Z,110.3984375,110.4009237825789,0.0024862825789000453,0.010536937785885893,0.072703841724782,0.03419740305212187,9.3,0.3180358483847334,0.3180358483847334,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T08:00:00Z,110.38671875,110.39618877171927,0.009470021719266697,0.010536937785885893,0.07269612424105211,0.1302685915945832,9.3,1.211497901829624,1.211497901829624,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T09:00:00Z,110.37109375,110.38782376447952,0.016730014479520605,0.010536937785885893,0.07268583426274558,0.2301688444414734,9.3,2.140570253305703,2.140570253305703,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T10:00:00Z,110.375,110.38354917631969,0.008549176319689877,0.010536937785885893,0.07268840675732222,0.11761402816589706,9.3,1.0938104619428426,1.0938104619428426,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T11:00:00Z,110.3671875,110.37809528421313,0.010907784213131322,0.010536937785885893,0.07268326176816894,0.1500728496187041,9.3,1.3956775014539482,1.3956775014539482,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T12:00:00Z,110.3671875,110.3744593561421,0.007271856142097022,0.010536937785885893,0.07268326176816894,0.10004856641259974,9.3,0.9304516676371777,0.9304516676371777,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T13:00:00Z,110.3671875,110.37203540409475,0.004847904094745559,0.010536937785885893,0.07268326176816894,0.066699044275262,9.3,0.6203011117599367,0.6203011117599367,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T14:00:00Z,110.31640625,110.35349235272983,0.03708610272983037,0.010536937785885893,0.07264981933867273,0.5104775630197447,9.3,4.747441336083626,4.747441336083626,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T15:00:00Z,110.30078125,110.33592198515322,0.03514073515322025,0.010536937785885893,0.0726395293603662,0.48376876148090575,9.3,4.499049481772424,4.499049481772424,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T16:00:00Z,110.3359375,110.33592715676882,-1.0343231181764168e-05,0.010536937785885893,0.07266268181155588,-0.00014234584966996407,9.3,-0.001323816401930666,-0.001323816401930666,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T17:00:00Z,110.3359375,110.33593060451255,-6.895487445035542e-06,0.010536937785885893,0.07266268181155588,-9.489723298292742e-05,9.3,-0.0008825442667412251,-0.0008825442667412251,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T18:00:00Z,110.34375,110.33853706967504,-0.00521293032495862,0.010536937785885893,0.07266782680070916,-0.07173642799660204,9.3,-0.6671487803683991,-0.6671487803683991,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T19:00:00Z,110.34765625,110.34157679645003,-0.006079453549972413,0.010536937785885893,0.07267039929528579,-0.08365790760649906,9.3,-0.7780185407404413,-0.7780185407404413,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T20:00:00Z,110.32421875,110.33579078096669,0.011572030966689795,0.010536937785885893,0.07265496432782599,0.15927378223565988,9.3,1.481246174791637,1.481246174791637,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T21:00:00Z,110.32421875,110.33193343731114,0.007714687311136004,0.010536937785885893,0.07265496432782599,0.10618252149057032,9.3,0.987497449862304,0.987497449862304,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T22:00:00Z,110.36328125,110.34238270820742,-0.020898541792575998,0.010536937785885893,0.07268068927359231,-0.2875391249236438,9.3,-2.6741138617898876,-2.6741138617898876,2021-12-31,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T00:00:00Z,110.37109375,110.35195305547163,-0.019140694528374524,0.008229570674997506,0.056769169780775036,-0.3371670680105058,9.3,-3.135653732497704,-3.135653732497704,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T01:00:00Z,110.36328125,110.35572912031444,-0.0075521296855640685,0.008229570674997506,0.056765151435718884,-0.13304165486312733,9.3,-1.2372873902270842,-1.2372873902270842,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T02:00:00Z,110.34765625,110.35303816354296,0.005381913542962025,0.008229570674997506,0.05675711474560658,0.09482359290257306,9.3,0.8818594139939295,0.8818594139939295,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T03:00:00Z,110.34765625,110.35124419236197,0.003587942361974683,0.008229570674997506,0.05675711474560658,0.06321572860171537,9.3,0.587906275995953,0.587906275995953,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T04:00:00Z,110.33984375,110.347444044908,0.00760029490800207,0.008229570674997506,0.05675309640055043,0.13391859457959648,9.3,1.2454429295902474,1.2454429295902474,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T05:00:00Z,110.33984375,110.34491061327202,0.005066863272020328,0.008229570674997506,0.05675309640055043,0.0892790630533982,9.3,0.8302952863966032,0.8302952863966032,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T06:00:00Z,110.34765625,110.34582582551468,-0.0018304244853197815,0.008229570674997506,0.05675711474560658,-0.03225013275470402,9.3,-0.29992623461874746,-0.29992623461874746,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T07:00:00Z,110.34375,110.34513388367647,0.0013838836764676898,0.008229570674997506,0.0567551055730785,0.02438342176433424,9.3,0.22676582240830845,0.22676582240830845,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T08:00:00Z,110.35546875,110.34857883911765,-0.0068899108823501365,0.008229570674997506,0.05676113309066273,-0.12138430836722557,9.3,-1.1288740678151978,-1.1288740678151978,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T09:00:00Z,110.34375,110.34696922607844,0.0032192260784427162,0.008229570674997506,0.0567551055730785,0.05672134772611083,9.3,0.5275085338528308,0.5275085338528308,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T10:00:00Z,110.3515625,110.34850031738563,-0.0030621826143715225,0.008229570674997506,0.05675912391813465,-0.05395049118073419,9.3,-0.501739567980828,-0.501739567980828,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T11:00:00Z,110.34765625,110.34821896159042,0.000562711590418985,0.008229570674997506,0.05675711474560658,0.009914379773199148,9.3,0.09220373189075208,0.09220373189075208,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T12:00:00Z,110.328125,110.34152097439363,0.013395974393631604,0.008229570674997506,0.056747068882966205,0.23606460487429123,9.3,2.1954008253309087,2.1954008253309087,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T13:00:00Z,110.3203125,110.3344514829291,0.01413898292909721,0.008229570674997506,0.05674305053791005,0.24917558705538664,9.3,2.3173329596150958,2.3173329596150958,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T14:00:00Z,110.33203125,110.33364473861941,0.001613488619412351,0.008229570674997506,0.05674907805549428,0.028431979420609068,9.3,0.26441740861166435,0.26441740861166435,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T15:00:00Z,110.34375,110.33701315907962,-0.006736840920382292,0.008229570674997506,0.0567551055730785,-0.11870017423732675,9.3,-1.1039116204071389,-1.1039116204071389,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T16:00:00Z,110.37890625,110.35097752271976,-0.02792872728024065,0.008229570674997506,0.05677318812583118,-0.49193515816550354,9.3,-4.574996970939183,-4.574996970939183,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T17:00:00Z,110.375,110.35898501514652,-0.016014984853484293,0.008229570674997506,0.05677117895330311,-0.28209709836495295,9.3,-2.623503014794063,-2.623503014794063,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T18:00:00Z,110.37890625,110.36562542676435,-0.013280823235646722,0.008229570674997506,0.05677318812583118,-0.23392773374310633,9.3,-2.175527923810889,-2.175527923810889,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T19:00:00Z,110.3828125,110.37135445117624,-0.011458048823755007,0.008229570674997506,0.05677519729835926,-0.2018143374040927,9.3,-1.8768733378580622,-1.8768733378580622,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T20:00:00Z,110.37109375,110.37126755078417,0.00017380078416806555,0.008229570674997506,0.056769169780775036,0.003061534717510057,9.3,0.02847227287284353,0.02847227287284353,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T21:00:00Z,110.40234375,110.38162628385612,-0.020717466143878482,0.008229570674997506,0.056785243160999636,-0.36483890867807944,9.3,-3.3930018507061392,-3.3930018507061392,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T22:00:00Z,110.37890625,110.38071960590409,0.0018133559040904856,0.008229570674997506,0.05677318812583118,0.03194035712899182,9.3,0.29704532129962397,0.29704532129962397,2022-01-03,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T00:00:00Z,110.38671875,110.38271932060275,-0.003999429397254062,0.00833254334043298,0.057487632387035054,-0.06957025765695017,9.3,-0.6470033962096366,-0.6470033962096366,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T01:00:00Z,110.37109375,110.37884413040183,0.0077503804018306255,0.00833254334043298,0.057479495137679165,0.1348373082134131,9.3,1.253986966384742,1.253986966384742,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T02:00:00Z,110.37890625,110.37886483693457,-4.141306543203882e-05,0.00833254334043298,0.05748356376235711,-0.0007204331590025392,9.3,-0.006700028378723615,-0.006700028378723615,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T03:00:00Z,110.3828125,110.38018072462305,-0.0026317753769546925,0.00833254334043298,0.05748559807469608,-0.04578147336198879,9.3,-0.4257677022664958,-0.4257677022664958,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T04:00:00Z,110.37890625,110.3797558997487,0.0008496497487016086,0.00833254334043298,0.05748356376235711,0.014780742408632613,9.3,0.1374609044002833,0.1374609044002833,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T05:00:00Z,110.37890625,110.37947268316582,0.0005664331658152832,0.00833254334043298,0.05748356376235711,0.009853828272668957,9.3,0.09164060293582131,0.09164060293582131,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T06:00:00Z,110.3828125,110.38058595544388,-0.0022265445561231445,0.00833254334043298,0.05748559807469608,-0.038732215210321025,9.3,-0.3602096014559856,-0.3602096014559856,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T07:00:00Z,110.390625,110.38393230362927,-0.006692696370734552,0.00833254334043298,0.057489666699374026,-0.11641564049644117,9.3,-1.082665456616903,-1.082665456616903,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T08:00:00Z,110.375,110.3809548690862,0.005954869086195913,0.00833254334043298,0.05748152945001814,0.1035962185274462,9.3,0.9634448323052498,0.9634448323052498,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-05,2022-01-05T09:00:00Z,110.38671875,110.38287616272413,-0.0038425872758693913,0.00833254334043298,0.057487632387035054,-0.06684198176747307,9.3,-0.6216304304374995,-0.6216304304374995,2022-01-04,PASS_S26_FORECAST_RUNTIME_DEV_RECON_ONLY
