root,row_id,book_label,raw_symbol,completed_trading_date,derived_completed_bar_end_utc,continuous_close,s26_raw_forecast,s27_trend_forecast_proxy_fast_minus_slow,s27_opposes_trend,source_vqm_completed_trading_date,relative_volatility_v,quantile_q,vol_multiplier_m_ewma10,adjusted_raw_forecast,sigma_price_i_t,risk_adjusted_forecast,forecast_scalar,scaled_forecast,capped_forecast,forecast_status
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T05:00:00Z,110.3984375,0.0055941358024824694,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.072703841724782,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T06:00:00Z,110.3984375,0.0037294238683216463,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.072703841724782,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T07:00:00Z,110.3984375,0.0024862825789000453,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.072703841724782,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T08:00:00Z,110.38671875,0.009470021719266697,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07269612424105211,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T09:00:00Z,110.37109375,0.016730014479520605,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07268583426274558,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T10:00:00Z,110.375,0.008549176319689877,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07268840675732222,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T11:00:00Z,110.3671875,0.010907784213131322,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07268326176816894,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T12:00:00Z,110.3671875,0.007271856142097022,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07268326176816894,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T13:00:00Z,110.3671875,0.004847904094745559,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07268326176816894,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T14:00:00Z,110.31640625,0.03708610272983037,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07264981933867273,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T15:00:00Z,110.30078125,0.03514073515322025,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.0726395293603662,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T16:00:00Z,110.3359375,-1.0343231181764168e-05,-0.1528068819174706,NO,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,-9.78300773767403e-06,0.07266268181155588,-0.0001346359299405626,20.0,-0.002692718598811252,-0.002692718598811252,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T17:00:00Z,110.3359375,-6.895487445035542e-06,-0.1528068819174706,NO,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,-6.5220051494885884e-06,0.07266268181155588,-8.97572865037217e-05,20.0,-0.0017951457300744338,-0.0017951457300744338,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T18:00:00Z,110.34375,-0.00521293032495862,-0.1528068819174706,NO,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,-0.004930580860934349,0.07266782680070916,-0.06785094694597682,20.0,-1.3570189389195364,-1.3570189389195364,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T19:00:00Z,110.34765625,-0.006079453549972413,-0.1528068819174706,NO,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,-0.005750170336042485,0.07267039929528579,-0.07912671998233406,20.0,-1.5825343996466812,-1.5825343996466812,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T20:00:00Z,110.32421875,0.011572030966689795,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07265496432782599,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T21:00:00Z,110.32421875,0.007714687311136004,-0.1528068819174706,YES,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,0.0,0.07265496432782599,0.0,20.0,0.0,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-03,2022-01-03T22:00:00Z,110.36328125,-0.020898541792575998,-0.1528068819174706,NO,2021-12-31,1.3990378395930614,0.7371069182389937,0.9458367086411208,-0.01976660798448899,0.07268068927359231,-0.27196505952332733,20.0,-5.439301190466547,-5.439301190466547,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T00:00:00Z,110.37109375,-0.019140694528374524,-0.15538148282685427,NO,2022-01-03,1.0925588791839203,0.6407035175879398,0.9627654386369333,-0.018427999163426047,0.056769169780775036,-0.3246128001270633,20.0,-6.492256002541266,-6.492256002541266,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
ZT,APPENDIX_C_172_001,2-year US,ZTH2,2022-01-04,2022-01-04T01:00:00Z,110.36328125,-0.0075521296855640685,-0.15538148282685427,NO,2022-01-03,1.0925588791839203,0.6407035175879398,0.9627654386369333,-0.007270929449365095,0.056765151435718884,-0.12808790720128227,20.0,-2.5617581440256454,-2.5617581440256454,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
