provider,dataset,schema,stype_in,raw_symbol,request_start,request_end_exclusive,raw_dbn_path,raw_dbn_size_bytes,raw_dbn_sha256,acquisition_status
DATABENTO_HISTORICAL,GLBX.MDP3,tbbo,raw_symbol,MESM9,2019-05-05,2020-04-06,docs/researchops/s09/mes_strategy_input_evidence_completion/2019-05-05_2020-04-05/spread_slippage_tbbo_bounded_acquisition/raw_provider_output/20260603_S09_MES_SPREAD_SLIPPAGE_TBBO_BOUNDED_ACQUISITION_MESM9_tbbo.dbn,42428016,C65BEEC9897B9FB0842F602EF7EE71D03C051E9C7A71AAC8E16E8BCDD7B1D991,RAW_TBBO_DBN_ACQUIRED_NO_SPREAD_LOCK
DATABENTO_HISTORICAL,GLBX.MDP3,tbbo,raw_symbol,MESU9,2019-05-05,2020-04-06,docs/researchops/s09/mes_strategy_input_evidence_completion/2019-05-05_2020-04-05/spread_slippage_tbbo_bounded_acquisition/raw_provider_output/20260603_S09_MES_SPREAD_SLIPPAGE_TBBO_BOUNDED_ACQUISITION_MESU9_tbbo.dbn,125879478,45742C6AE8CC76841F9006FC2D3F2613E351D2DF9633E5F137F39DC17138FFD3,RAW_TBBO_DBN_ACQUIRED_NO_SPREAD_LOCK
DATABENTO_HISTORICAL,GLBX.MDP3,tbbo,raw_symbol,MESZ9,2019-05-05,2020-04-06,docs/researchops/s09/mes_strategy_input_evidence_completion/2019-05-05_2020-04-05/spread_slippage_tbbo_bounded_acquisition/raw_provider_output/20260603_S09_MES_SPREAD_SLIPPAGE_TBBO_BOUNDED_ACQUISITION_MESZ9_tbbo.dbn,104488616,9704BC134FB17BB70E8D357B735FDB465FAA33BAF9A86DE91C34F518E27A1B6F,RAW_TBBO_DBN_ACQUIRED_NO_SPREAD_LOCK
DATABENTO_HISTORICAL,GLBX.MDP3,tbbo,raw_symbol,MESH0,2019-05-05,2020-04-06,docs/researchops/s09/mes_strategy_input_evidence_completion/2019-05-05_2020-04-05/spread_slippage_tbbo_bounded_acquisition/raw_provider_output/20260603_S09_MES_SPREAD_SLIPPAGE_TBBO_BOUNDED_ACQUISITION_MESH0_tbbo.dbn,237153572,D91C87DC2222634FE169DA0364E4D5C862B15FA3721D329E6C0AD7753A1D9998,RAW_TBBO_DBN_ACQUIRED_NO_SPREAD_LOCK
DATABENTO_HISTORICAL,GLBX.MDP3,tbbo,raw_symbol,MESM0,2019-05-05,2020-04-06,docs/researchops/s09/mes_strategy_input_evidence_completion/2019-05-05_2020-04-05/spread_slippage_tbbo_bounded_acquisition/raw_provider_output/20260603_S09_MES_SPREAD_SLIPPAGE_TBBO_BOUNDED_ACQUISITION_MESM0_tbbo.dbn,187024247,879C061CBC1F6F2A510B265BFABD02AF51B440225744C0ABB028838426AB12F8,RAW_TBBO_DBN_ACQUIRED_NO_SPREAD_LOCK
