ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-07-12 00:00:00+00:00,35,1,149404,105.6328125,105.6484375,105.6328125,105.640625,802,ZTZ8
2018-07-13 00:00:00+00:00,35,1,149404,105.6484375,105.6484375,105.6484375,105.6484375,5,ZTZ8
2018-07-16 00:00:00+00:00,35,1,149404,105.625,105.625,105.625,105.625,1,ZTZ8
2018-07-17 00:00:00+00:00,35,1,149404,105.6171875,105.6171875,105.59375,105.59375,6,ZTZ8
2018-07-18 00:00:00+00:00,35,1,149404,105.609375,105.609375,105.59375,105.609375,36,ZTZ8
2018-07-19 00:00:00+00:00,35,1,149404,105.609375,105.65625,105.609375,105.6484375,671,ZTZ8
2018-07-20 00:00:00+00:00,35,1,149404,105.65625,105.65625,105.640625,105.640625,42,ZTZ8
2018-07-23 00:00:00+00:00,35,1,149404,105.6015625,105.6015625,105.578125,105.578125,32,ZTZ8
2018-07-24 00:00:00+00:00,35,1,149404,105.5703125,105.5703125,105.5625,105.5625,137,ZTZ8
2018-07-25 00:00:00+00:00,35,1,149404,105.5546875,105.5546875,105.5078125,105.5078125,254,ZTZ8
2018-07-26 00:00:00+00:00,35,1,149404,105.5078125,105.5234375,105.484375,105.484375,67,ZTZ8
2018-07-27 00:00:00+00:00,35,1,149404,105.4921875,105.5,105.4921875,105.5,8,ZTZ8
2018-07-30 00:00:00+00:00,35,1,149404,105.4921875,105.5078125,105.4921875,105.5078125,75,ZTZ8
2018-07-31 00:00:00+00:00,35,1,149404,105.5234375,105.5234375,105.5234375,105.5234375,2,ZTZ8
2018-08-01 00:00:00+00:00,35,1,149404,105.5078125,105.5078125,105.5,105.5,6,ZTZ8
2018-08-02 00:00:00+00:00,35,1,149404,105.484375,105.5234375,105.484375,105.515625,312,ZTZ8
2018-08-03 00:00:00+00:00,35,1,149404,105.5703125,105.5859375,105.5703125,105.5859375,97,ZTZ8
2018-08-06 00:00:00+00:00,35,1,149404,105.5703125,105.5859375,105.5703125,105.578125,275,ZTZ8
2018-08-07 00:00:00+00:00,35,1,149404,105.53125,105.5390625,105.53125,105.5390625,201,ZTZ8
2018-08-08 00:00:00+00:00,35,1,149404,105.5234375,105.5546875,105.5234375,105.53125,1110,ZTZ8
2018-08-09 00:00:00+00:00,35,1,149404,105.546875,105.5859375,105.546875,105.578125,87,ZTZ8
2018-08-10 00:00:00+00:00,35,1,149404,105.6015625,105.6953125,105.6015625,105.6875,715,ZTZ8
2018-08-13 00:00:00+00:00,35,1,149404,105.7265625,105.7265625,105.640625,105.671875,1174,ZTZ8
2018-08-14 00:00:00+00:00,35,1,149404,105.6484375,105.65625,105.609375,105.6171875,1409,ZTZ8
2018-08-15 00:00:00+00:00,35,1,149404,105.6171875,105.7265625,105.6171875,105.7109375,4234,ZTZ8
2018-08-16 00:00:00+00:00,35,1,149404,105.6640625,105.6875,105.640625,105.6640625,10998,ZTZ8
2018-08-17 00:00:00+00:00,35,1,149404,105.671875,105.7109375,105.65625,105.703125,5975,ZTZ8
2018-08-19 00:00:00+00:00,35,1,149404,105.6796875,105.6875,105.6796875,105.6875,63,ZTZ8
2018-08-20 00:00:00+00:00,35,1,149404,105.6875,105.75,105.6875,105.75,7702,ZTZ8
2018-08-21 00:00:00+00:00,35,1,149404,105.7421875,105.7578125,105.703125,105.7421875,14066,ZTZ8
2018-08-22 00:00:00+00:00,35,1,149404,105.7421875,105.7578125,105.71875,105.75,41527,ZTZ8
2018-08-23 00:00:00+00:00,35,1,149404,105.75,105.75,105.6875,105.6875,54192,ZTZ8
2018-08-24 00:00:00+00:00,35,1,149404,105.6953125,105.703125,105.65625,105.703125,83439,ZTZ8
2018-08-26 00:00:00+00:00,35,1,149404,105.6953125,105.6953125,105.6796875,105.6875,1812,ZTZ8
2018-08-27 00:00:00+00:00,35,1,149404,105.6953125,105.703125,105.640625,105.640625,53533,ZTZ8
2018-08-28 00:00:00+00:00,35,1,149404,105.6484375,105.65625,105.609375,105.625,142566,ZTZ8
2018-08-29 00:00:00+00:00,35,1,149404,105.6171875,105.6328125,105.5546875,105.578125,266381,ZTZ8
2018-08-30 00:00:00+00:00,35,1,149404,105.578125,105.640625,105.5703125,105.6328125,188391,ZTZ8
2018-08-31 00:00:00+00:00,35,1,149404,105.6328125,105.6875,105.625,105.671875,281968,ZTZ8
2018-09-02 00:00:00+00:00,35,1,149404,105.671875,105.6796875,105.671875,105.671875,975,ZTZ8
2018-09-03 00:00:00+00:00,35,1,149404,105.671875,105.6875,105.65625,105.6640625,28580,ZTZ8
2018-09-04 00:00:00+00:00,35,1,149404,105.671875,105.6875,105.6171875,105.625,246307,ZTZ8
2018-09-05 00:00:00+00:00,35,1,149404,105.6328125,105.6640625,105.609375,105.6484375,195095,ZTZ8
2018-09-06 00:00:00+00:00,35,1,149404,105.6484375,105.6953125,105.6328125,105.6796875,295092,ZTZ8
2018-09-07 00:00:00+00:00,35,1,149404,105.6796875,105.6875,105.5234375,105.546875,311764,ZTZ8
2018-09-09 00:00:00+00:00,35,1,149404,105.546875,105.5546875,105.5390625,105.5546875,5331,ZTZ8
2018-09-10 00:00:00+00:00,35,1,149404,105.546875,105.5625,105.5078125,105.5234375,179786,ZTZ8
2018-09-11 00:00:00+00:00,35,1,149404,105.5234375,105.53125,105.453125,105.453125,311609,ZTZ8
2018-09-12 00:00:00+00:00,35,1,149404,105.4609375,105.4921875,105.4453125,105.453125,310016,ZTZ8
2018-09-13 00:00:00+00:00,35,1,149404,105.453125,105.484375,105.4140625,105.4453125,323531,ZTZ8
2018-09-14 00:00:00+00:00,35,1,149404,105.4453125,105.453125,105.3828125,105.390625,301178,ZTZ8
2018-09-16 00:00:00+00:00,35,1,149404,105.3828125,105.390625,105.3671875,105.375,3402,ZTZ8
2018-09-17 00:00:00+00:00,35,1,149404,105.375,105.421875,105.3671875,105.4140625,218973,ZTZ8
2018-09-18 00:00:00+00:00,35,1,149404,105.421875,105.421875,105.3359375,105.34375,306947,ZTZ8
2018-09-19 00:00:00+00:00,35,1,149404,105.3515625,105.3671875,105.3125,105.34375,385567,ZTZ8
2018-09-20 00:00:00+00:00,35,1,149404,105.3515625,105.3671875,105.296875,105.328125,460007,ZTZ8
