ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2020-01-05 00:00:00+00:00,35,1,246386,108.0,108.0,108.0,108.0,5,ZTM0
2020-01-06 00:00:00+00:00,35,1,246386,107.921875,107.921875,107.921875,107.921875,5,ZTM0
2020-01-07 00:00:00+00:00,35,1,246386,107.921875,107.921875,107.9140625,107.9140625,11,ZTM0
2020-01-08 00:00:00+00:00,35,1,246386,107.984375,107.984375,107.84375,107.8515625,25,ZTM0
2020-01-09 00:00:00+00:00,35,1,246386,107.828125,107.86328125,107.7890625,107.85546875,1209,ZTM0
2020-01-10 00:00:00+00:00,35,1,246386,107.83984375,107.83984375,107.83984375,107.83984375,4,ZTM0
2020-01-13 00:00:00+00:00,35,1,246386,107.8515625,107.8515625,107.83203125,107.83203125,207,ZTM0
2020-01-14 00:00:00+00:00,35,1,246386,107.828125,107.875,107.828125,107.875,670,ZTM0
2020-01-15 00:00:00+00:00,35,1,246386,107.91015625,107.91015625,107.875,107.90234375,474,ZTM0
2020-01-16 00:00:00+00:00,35,1,246386,107.88671875,107.88671875,107.859375,107.8828125,124,ZTM0
2020-01-17 00:00:00+00:00,35,1,246386,107.890625,107.890625,107.84375,107.86328125,575,ZTM0
2020-01-21 00:00:00+00:00,35,1,246386,107.921875,107.9375,107.921875,107.9375,51,ZTM0
2020-01-22 00:00:00+00:00,35,1,246386,107.90625,107.90625,107.90625,107.90625,2,ZTM0
2020-01-23 00:00:00+00:00,35,1,246386,108.0234375,108.0390625,107.9765625,107.98046875,23,ZTM0
2020-01-24 00:00:00+00:00,35,1,246386,107.98828125,108.05078125,107.98828125,108.046875,114,ZTM0
2020-01-26 00:00:00+00:00,35,1,246386,108.1015625,108.15234375,108.1015625,108.1484375,6,ZTM0
2020-01-27 00:00:00+00:00,35,1,246386,108.16015625,108.1796875,108.14453125,108.15625,279,ZTM0
2020-01-28 00:00:00+00:00,35,1,246386,108.16796875,108.21875,108.078125,108.078125,30,ZTM0
2020-01-29 00:00:00+00:00,35,1,246386,108.125,108.1953125,108.125,108.1953125,402,ZTM0
2020-01-30 00:00:00+00:00,35,1,246386,108.21484375,108.29296875,108.1875,108.1875,153,ZTM0
2020-01-31 00:00:00+00:00,35,1,246386,108.2109375,108.40625,108.2109375,108.40625,3048,ZTM0
2020-02-02 00:00:00+00:00,35,1,246386,108.390625,108.390625,108.390625,108.390625,20,ZTM0
2020-02-03 00:00:00+00:00,35,1,246386,108.3515625,108.3515625,108.25,108.3125,352,ZTM0
2020-02-04 00:00:00+00:00,35,1,246386,108.30078125,108.30078125,108.1484375,108.1796875,801,ZTM0
2020-02-05 00:00:00+00:00,35,1,246386,108.125,108.14453125,108.06640625,108.1171875,387,ZTM0
2020-02-06 00:00:00+00:00,35,1,246386,108.078125,108.125,108.07421875,108.09375,433,ZTM0
2020-02-07 00:00:00+00:00,35,1,246386,108.1640625,108.2109375,108.09375,108.1953125,1972,ZTM0
2020-02-09 00:00:00+00:00,35,1,246386,108.25390625,108.2734375,108.25390625,108.265625,16,ZTM0
2020-02-10 00:00:00+00:00,35,1,246386,108.24609375,108.2734375,108.203125,108.23828125,1684,ZTM0
2020-02-11 00:00:00+00:00,35,1,246386,108.1953125,108.19921875,108.15625,108.16015625,9967,ZTM0
2020-02-12 00:00:00+00:00,35,1,246386,108.140625,108.171875,108.1015625,108.15625,4619,ZTM0
2020-02-13 00:00:00+00:00,35,1,246386,108.1640625,108.21484375,108.1015625,108.12890625,7344,ZTM0
2020-02-14 00:00:00+00:00,35,1,246386,108.12109375,108.17578125,108.12109375,108.140625,10183,ZTM0
2020-02-16 00:00:00+00:00,35,1,246386,108.125,108.125,108.125,108.125,1,ZTM0
2020-02-17 00:00:00+00:00,35,1,246386,108.12109375,108.15625,108.109375,108.15625,1012,ZTM0
2020-02-18 00:00:00+00:00,35,1,246386,108.1640625,108.22265625,108.15625,108.15625,10878,ZTM0
2020-02-19 00:00:00+00:00,35,1,246386,108.15625,108.18359375,108.125,108.12890625,21580,ZTM0
2020-02-20 00:00:00+00:00,35,1,246386,108.125,108.2421875,108.12109375,108.23046875,74210,ZTM0
2020-02-21 00:00:00+00:00,35,1,246386,108.2265625,108.36328125,108.21484375,108.29296875,108337,ZTM0
2020-02-23 00:00:00+00:00,35,1,246386,108.33984375,108.41796875,108.33984375,108.3828125,657,ZTM0
2020-02-24 00:00:00+00:00,35,1,246386,108.38671875,108.53515625,108.37109375,108.46875,226122,ZTM0
2020-02-25 00:00:00+00:00,35,1,246386,108.46875,108.66796875,108.41796875,108.55859375,563521,ZTM0
2020-02-26 00:00:00+00:00,35,1,246386,108.55859375,108.71875,108.5390625,108.6875,592394,ZTM0
2020-02-27 00:00:00+00:00,35,1,246386,108.68359375,108.921875,108.6796875,108.828125,600053,ZTM0
2020-03-01 00:00:00+00:00,35,1,246386,109.17578125,109.3125,109.17578125,109.28515625,33454,ZTM0
2020-03-02 00:00:00+00:00,35,1,246386,109.28125,109.484375,109.06640625,109.09765625,1057526,ZTM0
2020-03-03 00:00:00+00:00,35,1,246386,109.09765625,109.59375,109.08984375,109.48046875,1306531,ZTM0
2020-03-04 00:00:00+00:00,35,1,246386,109.48046875,109.60546875,109.4140625,109.43359375,897650,ZTM0
