ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2011-09-16 00:00:00+00:00,35,1,745944,128.75,128.75,128.75,128.75,2,ZNH2
2011-09-19 00:00:00+00:00,35,1,745944,129.34375,129.625,129.34375,129.625,2,ZNH2
2011-09-20 00:00:00+00:00,35,1,745944,129.65625,129.65625,129.65625,129.65625,1,ZNH2
2011-09-21 00:00:00+00:00,35,1,745944,129.984375,129.984375,129.984375,129.984375,6,ZNH2
2011-09-22 00:00:00+00:00,35,1,745944,130.71875,130.953125,130.703125,130.953125,13,ZNH2
2011-09-23 00:00:00+00:00,35,1,745944,130.625,131.15625,130.3125,130.453125,23,ZNH2
2011-09-26 00:00:00+00:00,35,1,745944,129.578125,129.578125,129.53125,129.53125,2,ZNH2
2011-09-27 00:00:00+00:00,35,1,745944,129.625,129.65625,128.984375,129.046875,24,ZNH2
2011-09-28 00:00:00+00:00,35,1,745944,129.265625,129.265625,128.46875,128.46875,14,ZNH2
2011-09-29 00:00:00+00:00,35,1,745944,129.015625,129.03125,128.796875,128.796875,21,ZNH2
2011-09-30 00:00:00+00:00,35,1,745944,129.5,129.625,129.5,129.5,3,ZNH2
2011-10-03 00:00:00+00:00,35,1,745944,130.0625,130.5,129.921875,130.5,19,ZNH2
2011-10-04 00:00:00+00:00,35,1,745944,130.328125,130.5,130.15625,130.15625,7,ZNH2
2011-10-05 00:00:00+00:00,35,1,745944,130.046875,130.046875,129.46875,129.46875,41,ZNH2
2011-10-06 00:00:00+00:00,35,1,745944,129.25,129.25,128.890625,128.890625,16,ZNH2
2011-10-07 00:00:00+00:00,35,1,745944,128.3125,128.3125,128.0,128.046875,25,ZNH2
2011-10-10 00:00:00+00:00,35,1,745944,127.71875,127.71875,127.03125,127.03125,24,ZNH2
2011-10-11 00:00:00+00:00,35,1,745944,127.1875,127.625,127.1875,127.5625,11,ZNH2
2011-10-12 00:00:00+00:00,35,1,745944,127.328125,127.328125,127.03125,127.203125,10,ZNH2
2011-10-13 00:00:00+00:00,35,1,745944,127.203125,127.75,127.1875,127.75,4,ZNH2
2011-10-14 00:00:00+00:00,35,1,745944,127.734375,127.734375,127.0625,127.234375,5,ZNH2
2011-10-16 00:00:00+00:00,35,1,745944,127.125,127.125,127.125,127.125,1,ZNH2
2011-10-17 00:00:00+00:00,35,1,745944,127.03125,127.859375,127.03125,127.828125,9,ZNH2
