completed_trading_date,sigma_i_t,ten_year_average_sigma,relative_volatility_v,historical_v_observation_count,quantile_q,raw_multiplier_2_minus_1_5q,vol_multiplier_m_ewma10,method_status,no_lookahead_status
2019-06-05,0.12940788098041864,0.11299902468675675,1.1452123709841628,1,0.5,1.25,1.25,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-06,0.13163867961138326,0.11300714515712947,1.1648704108784254,2,1.0,0.5,1.1136363636363635,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-07,0.14597165061745218,0.11302042346275307,1.2915510855925831,3,1.0,0.5,1.002066115702479,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-09,0.12779194821670406,0.11303584198218661,1.1305436043626134,4,0.0,2.0,1.18350864012021,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-10,0.13565340324212424,0.11304715959837341,1.1999717969391255,5,0.75,0.875,1.1274161600983537,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-11,0.15484884202947105,0.11306282410669546,1.3695822942061207,6,1.0,0.5,1.0133404946259257,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-12,0.120659765174632,0.11308703151124863,1.0669637673054502,7,0.0,2.0,1.1927331319666665,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-13,0.1253525699266952,0.11309857541298829,1.1083479121550424,8,0.14285714285714285,1.7857142857142858,1.3005478871935063,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-14,0.10499373206825134,0.11311215483594414,0.9282267871258609,9,0.0,2.0,1.4277209986128687,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-16,0.10269511068275372,0.11311289273657936,0.907899251784791,10,0.0,2.0,1.5317717261378014,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-17,0.10174772448380785,0.11312016309221598,0.8994658573897452,11,0.0,2.0,1.6169041395672918,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-18,0.11830334700885368,0.11312223935725603,1.0458009643464976,12,0.2727272727272727,1.5909090909090908,1.6121777670839823,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-19,0.14241194430370352,0.11313192028663013,1.2588131090048658,13,0.8333333333333334,0.75,1.4554181730687126,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-20,0.12170924435581927,0.11315046631524261,1.0756406784637678,14,0.38461538461538464,1.423076923076923,1.449537945797478,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-21,0.09512040775244829,0.11315995168112584,0.8405836723975342,15,0.0,2.0,1.5496219556524817,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-23,0.10609967300293618,0.11315140630009742,0.937678783430594,16,0.26666666666666666,1.6,1.5587816000793033,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-24,0.09473832810195153,0.11315614150869409,0.8372354062167499,17,0.0,2.0,1.6390031273376118,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-25,0.09435243480481921,0.11315399579297362,0.8338409451969003,18,0.0,2.0,1.704638922367137,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-26,0.09799394920920756,0.11314190275776181,0.8661154428259333,19,0.16666666666666666,1.75,1.7128863910276573,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-27,0.09554497734392489,0.11313007988900936,0.8445585598247874,20,0.15789473684210525,1.763157894736842,1.7220266644293272,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-28,0.09198142511424892,0.11311188672299617,0.8131897343336302,21,0.0,2.0,1.772567270896722,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-06-30,0.10664839156351982,0.11309110266074915,0.9430307871649622,22,0.47619047619047616,1.2857142857142858,1.6840485463180972,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-01,0.0865432479111919,0.11307894429983145,0.765334770739639,23,0.0,2.0,1.7414942651693521,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-02,0.08459653010322686,0.11304575769417106,0.7483388304768634,24,0.0,2.0,1.7884953078658334,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-03,0.08644961826555043,0.11302636202172714,0.7648624331457484,25,0.041666666666666664,1.9375,1.8155870700720456,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-04,0.09953708798394427,0.11300120078439983,0.8808498254266841,26,0.36,1.46,1.7509348755134917,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-05,0.0932118663482986,0.11297817087977076,0.8250431532255281,27,0.15384615384615385,1.7692307692307692,1.7542614016439058,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-07,0.0838333569652732,0.11296301922581767,0.7421309871125781,28,0.0,2.0,1.7989411467995593,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-08,0.08156537873650677,0.11294439835579333,0.7221728560593371,29,0.0,2.0,1.835497301926912,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-09,0.08184833650201657,0.11292574182146423,0.7247978643471648,30,0.034482758620689655,1.9482758620689655,1.8560024946800124,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-10,0.08004375133120488,0.11290776804117011,0.7089304192251691,31,0.0,2.0,1.8821838592836464,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-11,0.14087642919403343,0.11288069702516754,1.2480116876193992,32,0.9032258064516129,0.6451612903225807,1.657270664927089,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-12,0.06739523077289492,0.1128775553204775,0.5970649398062267,33,0.0,2.0,1.7195850894858,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-14,0.07673126851744422,0.11284726356027704,0.6799568380890196,34,0.030303030303030304,1.9545454545454546,1.7623051558602825,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-15,0.08641354427323131,0.11282210605287364,0.7659274170323849,35,0.2647058823529412,1.6029411764705883,1.733329886880338,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-16,0.061261778344402114,0.1127969108725286,0.5431157455511688,36,0.0,2.0,1.7818153619930035,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-17,0.06432315271166206,0.1127673043893902,0.570406050405812,37,0.027777777777777776,1.9583333333333333,1.813909538600336,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-18,0.066548273820048,0.11274016867828904,0.5902800625564751,38,0.05405405405405406,1.9189189189189189,1.8330021532037146,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-19,0.07418457678739732,0.11271232599469949,0.6581762565248275,39,0.10526315789473684,1.8421052631578947,1.8346572641044745,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-21,0.0734328005810035,0.1126882526148509,0.6516455697647936,40,0.10256410256410256,1.8461538461538463,1.8367475517498146,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-22,0.07154504009374625,0.11266572807508243,0.6350204389223613,41,0.1,1.85,1.8391570877953027,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-23,0.07239529759306176,0.11264276751440352,0.6426981437916521,42,0.12195121951219512,1.8170731707317074,1.835141830147376,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-24,0.07272551007576757,0.11261998999198508,0.6457602249915249,43,0.14285714285714285,1.7857142857142858,1.8261550038868142,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-25,0.09369259320060731,0.11259319802955244,0.8321336887155096,44,0.46511627906976744,1.302325581395349,1.7309132907065476,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-26,0.0738783179470787,0.11257829325207183,0.6562394562303341,45,0.18181818181818182,1.7272727272727273,1.7302513700822166,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-28,0.07459111891704057,0.11255840030110284,0.6626881575919992,46,0.2222222222222222,1.6666666666666667,1.7186905149157528,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-29,0.06769685810561275,0.11254197198010582,0.6015254301531131,47,0.08695652173913043,1.8695652173913044,1.7461222790022166,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-30,0.06550318351431336,0.11251854828845162,0.582154538169031,48,0.0425531914893617,1.9361702127659575,1.7806764487774422,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-07-31,0.08181323043030529,0.11250129079775542,0.7272203709856242,49,0.3541666666666667,1.46875,1.7239625489997255,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
