eligible_spans,table36_fdm,source_label,source_sha256,status
2|4|8|16|32|64,1.26,LOCKED_S09_MES_DUAL_SPEED_ELIGIBILITY_LEDGER,2BFF4CB3A6F9541AF92B70437B281B4AFE274791C53608CFBD945EC14488D22B,LOCKED_SOURCE_NATIVE_ELIGIBLE_SPEED_SET_AND_TABLE36_FDM
