gate,window_label,evidence_class_before_reconciliation,entry_bar_end_utc,exit_bar_end_utc,entry_completed_trading_date,exit_completed_trading_date,entry_year,entry_raw_symbol,exit_raw_symbol,entry_continuous_close,exit_continuous_close,price_change_points,capped_forecast,unit_no_ladder_contracts,m1_ladder_contracts,unit_side,m1_ladder_side,unit_position_bucket,m1_ladder_position_bucket,unit_position_change_from_previous_pnl_row,m1_ladder_position_change_from_previous_pnl_row,unit_total_fee_sides,m1_ladder_total_fee_sides,unit_gross_pnl_usd,unit_estimated_etf_fee_usd,unit_net_after_etf_fees_usd,m1_ladder_gross_pnl_usd,m1_ladder_estimated_etf_fee_usd,m1_ladder_net_after_etf_fees_usd,net_delta_m1_ladder_minus_unit_usd,gross_delta_m1_ladder_minus_unit_usd,fee_delta_m1_ladder_minus_unit_usd,unit_cumulative_net_after_etf_fees_usd,m1_ladder_cumulative_net_after_etf_fees_usd,same_input_status
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T12:00:00Z,2022-12-19T13:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.84375,116.625,-0.21875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,2012.9700000000057,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T13:00:00Z,2022-12-19T14:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.625,116.4375,-0.1875,2.7637661049692017,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,2012.9700000000057,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T14:00:00Z,2022-12-19T15:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.4375,116.375,-0.0625,4.381128958800227,0,1,FLAT,LONG,0,1,0,1,0,1,-0.0,0.0,-0.0,-62.5,1.51,-64.01,-64.01,-62.5,1.51,114.09500000000196,1948.9600000000055,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T15:00:00Z,2022-12-19T16:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.375,116.421875,0.046875,3.7679922513703463,0,1,FLAT,LONG,0,1,0,0,0,0,0.0,0.0,0.0,46.875,0.0,46.875,46.875,46.875,0.0,114.09500000000196,1995.8350000000055,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T16:00:00Z,2022-12-19T17:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.421875,116.3125,-0.109375,1.8769855468810628,0,0,FLAT,FLAT,0,0,0,-1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T17:00:00Z,2022-12-19T18:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.3125,116.375,0.0625,2.733219869660872,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T18:00:00Z,2022-12-19T19:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.375,116.4375,0.0625,0.9754969815995003,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T19:00:00Z,2022-12-19T20:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.4375,116.390625,-0.046875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T20:00:00Z,2022-12-19T21:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.390625,116.359375,-0.03125,0.5039591338360264,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T21:00:00Z,2022-12-19T22:00:00Z,2022-12-19,2022-12-19,2022,ZNH3,ZNH3,116.359375,116.375,0.015625,0.7589552664256316,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-19T22:00:00Z,2022-12-20T00:00:00Z,2022-12-19,2022-12-20,2022,ZNH3,ZNH3,116.375,116.328125,-0.046875,0.2944844934876921,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,1994.3250000000053,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T00:00:00Z,2022-12-20T01:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,116.328125,116.359375,0.03125,1.6537358743392228,0,1,FLAT,LONG,0,1,0,1,0,1,0.0,0.0,0.0,31.25,1.51,29.74,29.74,31.25,1.51,114.09500000000196,2024.065000000005,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T01:00:00Z,2022-12-20T02:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,116.359375,116.328125,-0.03125,0.26052529850781453,0,0,FLAT,FLAT,0,0,0,-1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,114.09500000000196,2022.5550000000048,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T02:00:00Z,2022-12-20T03:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,116.328125,116.375,0.046875,1.0156254878419066,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.09500000000196,2022.5550000000048,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T03:00:00Z,2022-12-20T04:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,116.375,115.671875,-0.703125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,114.09500000000196,2022.5550000000048,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T04:00:00Z,2022-12-20T05:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.671875,115.703125,0.03125,18.657391255236895,2,6,LONG,LONG,2,4_PLUS,2,6,2,6,62.5,3.02,59.48,187.5,9.06,178.44,118.96000000000001,125.0,6.040000000000001,173.57500000000198,2200.995000000005,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T05:00:00Z,2022-12-20T06:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.703125,115.828125,0.125,11.588458404235404,1,4,LONG,LONG,1,4_PLUS,-1,-2,1,2,125.0,1.51,123.49,500.0,3.02,496.98,373.49,375.0,1.51,297.065000000002,2697.975000000005,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T06:00:00Z,2022-12-20T07:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.828125,115.921875,0.09375,4.3351833745631065,0,1,FLAT,LONG,0,1,-1,-3,1,3,0.0,1.51,-1.51,93.75,4.53,89.22,90.73,93.75,3.0200000000000005,295.555000000002,2787.1950000000047,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T07:00:00Z,2022-12-20T08:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.921875,115.921875,0.0,0.35324771022202833,0,0,FLAT,FLAT,0,0,0,-1,0,1,0.0,0.0,0.0,0.0,1.51,-1.51,-1.51,0.0,1.51,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T08:00:00Z,2022-12-20T09:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.921875,115.875,-0.046875,0.23549847348154432,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T09:00:00Z,2022-12-20T10:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.875,115.890625,0.015625,1.424843741547922,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T10:00:00Z,2022-12-20T11:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.890625,115.875,-0.015625,0.5272309845474275,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T11:00:00Z,2022-12-20T12:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.875,115.953125,0.078125,0.7741284682786469,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T12:00:00Z,2022-12-20T13:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.953125,115.875,-0.078125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T13:00:00Z,2022-12-20T14:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.875,115.8125,-0.0625,1.0483800127417395,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,295.555000000002,2785.6850000000045,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T14:00:00Z,2022-12-20T15:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.8125,115.640625,-0.171875,2.390584426106245,0,1,FLAT,LONG,0,1,0,1,0,1,-0.0,0.0,-0.0,-171.875,1.51,-173.385,-173.385,-171.875,1.51,295.555000000002,2612.3000000000043,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T15:00:00Z,2022-12-20T16:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.640625,115.8125,0.171875,6.254044347379554,1,2,LONG,LONG,1,2,1,1,1,1,171.875,1.51,170.365,343.75,1.51,342.24,171.875,171.875,0.0,465.920000000002,2954.540000000004,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T16:00:00Z,2022-12-20T17:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.8125,115.71875,-0.09375,0.0,0,0,FLAT,FLAT,0,0,-1,-2,1,2,-0.0,1.51,-1.51,-0.0,3.02,-3.02,-1.51,0.0,1.51,464.410000000002,2951.520000000004,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T17:00:00Z,2022-12-20T18:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.71875,115.703125,-0.015625,2.213479549763638,0,1,FLAT,LONG,0,1,0,1,0,1,-0.0,0.0,-0.0,-15.625,1.51,-17.135,-17.135,-15.625,1.51,464.410000000002,2934.385000000004,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T18:00:00Z,2022-12-20T19:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.703125,115.6875,-0.015625,1.899073816276651,0,1,FLAT,LONG,0,1,0,0,0,0,-0.0,0.0,-0.0,-15.625,0.0,-15.625,-15.625,-15.625,0.0,464.410000000002,2918.760000000004,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T19:00:00Z,2022-12-20T20:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.6875,115.78125,0.09375,1.6894988725260343,0,1,FLAT,LONG,0,1,0,0,0,0,0.0,0.0,0.0,93.75,0.0,93.75,93.75,93.75,0.0,464.410000000002,3012.510000000004,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T20:00:00Z,2022-12-20T21:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.78125,115.71875,-0.0625,0.0,0,0,FLAT,FLAT,0,0,0,-1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,464.410000000002,3011.0000000000036,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T21:00:00Z,2022-12-20T22:00:00Z,2022-12-20,2022-12-20,2022,ZNH3,ZNH3,115.71875,115.734375,0.015625,0.7506856093973924,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3011.0000000000036,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-20T22:00:00Z,2022-12-21T00:00:00Z,2022-12-20,2022-12-21,2022,ZNH3,ZNH3,115.734375,115.6875,-0.046875,0.07728227842691508,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,464.410000000002,3011.0000000000036,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T00:00:00Z,2022-12-21T01:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.6875,115.6875,0.0,1.2566375584385148,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3011.0000000000036,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T01:00:00Z,2022-12-21T02:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.6875,115.59375,-0.09375,0.8377583722925261,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,464.410000000002,3011.0000000000036,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T02:00:00Z,2022-12-21T03:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.59375,115.59375,0.0,2.97615833809109,0,1,FLAT,LONG,0,1,0,1,0,1,0.0,0.0,0.0,0.0,1.51,-1.51,-1.51,0.0,1.51,464.410000000002,3009.4900000000034,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T03:00:00Z,2022-12-21T04:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.59375,115.671875,0.078125,1.9841055587279433,0,1,FLAT,LONG,0,1,0,0,0,0,0.0,0.0,0.0,78.125,0.0,78.125,78.125,78.125,0.0,464.410000000002,3087.6150000000034,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T04:00:00Z,2022-12-21T05:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.671875,115.65625,-0.015625,0.0,0,0,FLAT,FLAT,0,0,0,-1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T05:00:00Z,2022-12-21T06:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.65625,115.640625,-0.015625,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T06:00:00Z,2022-12-21T07:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.640625,115.734375,0.09375,0.36392075765041887,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T07:00:00Z,2022-12-21T08:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.734375,115.859375,0.125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T08:00:00Z,2022-12-21T09:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.859375,115.828125,-0.03125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T09:00:00Z,2022-12-21T10:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.828125,115.84375,0.015625,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T10:00:00Z,2022-12-21T11:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.84375,115.828125,-0.015625,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T11:00:00Z,2022-12-21T12:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.828125,115.875,0.046875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T12:00:00Z,2022-12-21T13:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,115.875,116.046875,0.171875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-12-21T13:00:00Z,2022-12-21T14:00:00Z,2022-12-21,2022-12-21,2022,ZNH3,ZNH3,116.046875,116.21875,0.171875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.410000000002,3086.105000000003,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET
