ts_recv,ts_event,rtype,publisher_id,instrument_id,raw_symbol,security_update_action,instrument_class,min_price_increment,display_factor,expiration,activation,high_limit_price,low_limit_price,max_price_variation,unit_of_measure_qty,min_price_increment_amount,price_ratio,inst_attrib_value,underlying_id,raw_instrument_id,market_depth_implied,market_depth,market_segment_id,max_trade_vol,min_lot_size,min_lot_size_block,min_lot_size_round_lot,min_trade_vol,contract_multiplier,decay_quantity,original_contract_size,appl_id,maturity_year,decay_start_date,channel_id,currency,settl_currency,secsubtype,group,exchange,asset,cfi,security_type,unit_of_measure,underlying,strike_price_currency,strike_price,match_algorithm,main_fraction,price_display_format,sub_fraction,underlying_product,maturity_month,maturity_day,maturity_week,user_defined_instrument,contract_multiplier_unit,flow_schedule_type,tick_rule,leg_count,leg_index,leg_instrument_id,leg_raw_symbol,leg_instrument_class,leg_side,leg_price,leg_delta,leg_ratio_price_numerator,leg_ratio_price_denominator,leg_ratio_qty_numerator,leg_ratio_qty_denominator,leg_underlying_id,symbol
2023-07-02T11:07:31.312005069Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-03T00:00:00.000000000Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-04T00:00:00.000000000Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-05T00:00:00.000000000Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-06T00:00:00.000000000Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-07T00:00:00.000000000Z,2023-07-02T11:07:31.230000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-09T11:07:50.154504127Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-10T00:00:00.000000000Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-11T00:00:00.000000000Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-12T00:00:00.000000000Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-13T00:00:00.000000000Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-14T00:00:00.000000000Z,2023-07-09T11:07:50.072000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,,0.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
2023-07-16T11:03:29.390615381Z,2023-07-16T11:03:29.312000000Z,19,1,4121243,ZWN6,A,F,0.250000000,1.000000000,2026-07-14T17:01:00.000000000Z,2023-07-14T21:30:00.000000000Z,752.250000000,632.250000000,9.750000000,5000.000000000,1.000000000,,796751,0,4121243,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,340,2026,65535,15,USD,,,ZW,XCBT,ZW,FCAXSX,FUT,BU,,,,K,8,1,255,2,7,255,255,N,127,127,255,0,0,0,,,N,,,0,0,0,0,0,ZWN6
