completed_timestamp_utc,trading_date,raw_symbol,session_id,row_locator,close_price,readiness_status,valuation_convention_label,source_file_sha256,source_file_line_number,source_row_text_sha256,source_row_canonical_json_sha256
2026-04-13T15:00:00Z,2026-04-13,ZNM6,UTC_ZN_RUNTIME_EVIDENCE_2026-04-12T22_2026-04-13T21Z,S27V2_POSITIVE_ACTION_ZN_VALUATION_MARK_20260413T150000Z_ZNM6_0001,111.046875,READY_COMPLETED_BAR_LOCAL_POSITIVE_ACTION_VALUATION_MARK_DEV_RECON_ONLY,SOURCE_NATIVE_ENGINEERING_VALUATION_ASSUMPTION_NOT_BOOK_EXPLICIT,EF3425BD6A093D76B4073DCDFEE6E7E9A7E27618EEEAB41024DE39B6FDA6D511,18,F39F5056C9D1E122E6F62D82E8918745E10233AA95ABEF9949AC5F50BE6F98DA,A8D60EE8A26EE10B8460FEA2F46C656EBA0EEB7BE507BADD4FE44434DE8B413A
