created_utc,provider,dataset,schema,symbols_expected,manifest_rows,archive_rows,normal_candidate_rows,degraded_quarantined_rows,other_blocked_or_unresolved_rows,degraded_dates,diagnostics_run,backtests_run,forecasts_computed,positions_computed,costs_carry_trend_or_risk_computed,strategy_data_file_created,status
2026-05-30T16:02:19Z,DATABENTO,GLBX.MDP3,ohlcv-1d,16,16,4568,4483,85,0,"['2025-09-17', '2025-09-24', '2025-11-28', '2026-03-15', '2026-03-16', '2026-04-10', '2026-05-24']",NO,NO,NO,NO,NO,NO,PASS_CANONICAL_MANIFEST_PROMOTION_READINESS_NORMAL_ROWS_ONLY_DEGRADED_ROWS_QUARANTINED
