run_id,gate,status,lane_class,provider,dataset,schema,root,source_expansion_status,source_sanitized_csv,databento_api_access,new_provider_data_download,market_row_parsing,continuous_lineage_constructed,forecast_computation,backtests_run,position_computation,cost_computation,total_adjusted_rows,target_window_adjusted_rows,roll_events,admitted_normal_rows,rejected_degraded_or_unresolved_rows,continuous_lineage_status,roll_plan_status,back_adjustment_status,provider_condition_admission_status,official_lifecycle_evidence_status,roll_trading_day_semantics_status,annual_risk_runtime_status,daily_price_risk_runtime_status,cost_source_status,risk_adjusted_cost_status,speed_cost_eligibility_status,eligible_speed_set_status,strategy_input_readiness_status,next_required_gate
20260603_S09_MES_CONTINUOUS_LINEAGE_RISK_COST_ELIGIBILITY,S09_MES_CONTINUOUS_LINEAGE_RISK_COST_ELIGIBILITY_EXECUTION_GATE,FAIL_CLOSED_S09_MES_STRATEGY_INPUT_NOT_READY_LIFECYCLE_RISK_COST_SPEED_NOT_LOCKED,SOURCE_NATIVE_FUTURES,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1d,MES,PASS_S09_MES_DAILY_EXPANSION_QUARANTINE_ONLY_NOT_LINEAGE_NOT_BACKTEST,docs\researchops\s09\mes_dev_recon_data_expansion\2022-01-03_2023-12-29\sanitized_daily_bars\20260602_S09_MES_DEV_RECON_DAILY_EXPANSION_sanitized_quarantine_ohlcv_1d.csv,NO,NO,YES_EXISTING_S09_MES_QUARANTINE_ONLY,YES_PROVISIONAL_LOCAL_ADDITIVE_DEV_RECON_ONLY_NOT_STRATEGY_INPUT,NO,NO,NO,NO_COST_SOURCE_FAIL_CLOSED,929,619,12,3013,5,PROVISIONAL_LOCAL_LINEAGE_OFFICIAL_LIFECYCLE_EVIDENCE_NOT_LOCKED,PROVISIONAL_PROVIDER_DATE_ROLL_PLAN_TRADING_DAY_SEMANTICS_NOT_LOCKED,PROVISIONAL_LOCAL_BACK_ADJUSTMENT_NOT_STRATEGY_INPUT,LOCKED,FAIL_CLOSED_S09_MES_OFFICIAL_LIFECYCLE_EVIDENCE_NOT_HASH_BOUND,FAIL_CLOSED_S09_MES_PROVIDER_DATE_ROLL_SEMANTICS_NOT_SOURCE_LOCKED,FAIL_CLOSED_S09_MES_ANNUAL_RISK_RUNTIME_NOT_LOCKED,FAIL_CLOSED_S09_MES_DAILY_PRICE_RISK_RUNTIME_NOT_LOCKED,FAIL_CLOSED_S09_MES_COST_SOURCE_NOT_LOCKED,FAIL_CLOSED_S09_MES_RISK_ADJUSTED_COST_NOT_LOCKED,FAIL_CLOSED_S09_MES_SPEED_COST_ELIGIBILITY_NOT_LOCKED,FAIL_CLOSED_S09_MES_ELIGIBLE_SPEED_SET_NOT_LOCKED,FAIL_CLOSED_S09_MES_STRATEGY_INPUT_NOT_READY,S09_MES_OFFICIAL_LIFECYCLE_ROLL_SEMANTICS_ANNUAL_RISK_AND_COST_SOURCE_LOCK_GATE
