lane_class,strategy_id,strategy_context,row_id,author_market_code,instrument_id,raw_symbol,provider_ts_event_start_utc,derived_completed_bar_end_utc,completed_trading_date,price_close,equilibrium_ewma_5,raw_forecast,sigma_percent,sigma_price,risk_adjusted_forecast,forecast_scalar,scaled_forecast,capped_forecast,source_locks_status,forecast_output_status,source_hourly_quarantine_sha256,source_sigma_runtime_sha256,source_sigma_method_sha256
SOURCE_NATIVE_FUTURES,S26_FAST_MEAN_REVERSION,ZN_WORKED_EXAMPLE_G_R1B_FORECAST_ONLY,APPENDIX_C_172_004,ZN,42000661,ZNM6,2026-05-22T20:00:00Z,2026-05-22T21:00:00Z,2026-05-22,109.421875,109.38913505003897,-0.03273994996102658,0.04472077776691995,0.30583945966966836,-0.10704946312810128,9.3,-0.995560007091342,-0.995560007091342,LOCKED_QUARANTINE_HOURLY_ZN_S26_FORECAST_ONLY,S26_FORECAST_OUTPUT_ONLY_NOT_DIAGNOSTIC_NOT_BACKTEST_NOT_POSITION,47E86B2801C3F18FB0879B7C5EE1F01CAF19E9B1518D24156E67F0FDCEFE18F8,44BC26BF658EF67DE38D65150021B065B4AC8F01EA3F42C0A25A6841526057FA,80A5A9FD31E0D8732C665B7C853C9A6BBC08F0055CB38063AC18C3C67E429563
