request_attempt_utc,dataset,schema,symbol_count_requested,provider_api_accessed,market_rows_requested,data_downloaded,market_rows_parsed,diagnostics_run,backtests_run,forecasts_computed,positions_computed,raw_dbn_path,raw_provider_csv_path,sanitized_csv_path,row_validation_path,accepted_market_rows,extra_symbols,intake_status
2026-05-30T14:38:54Z,GLBX.MDP3,ohlcv-1d,16,YES,YES_EXACT_LOCKED_REQUEST_ONLY,YES,YES_QUARANTINE_ROW_SHAPE_ONLY,NO,NO,NO,NO,docs\researchops\first_data_intake\quarantine\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22\attempt_2026-05-30_auth_ok\raw_provider_output\databento_GLBX-MDP3_ohlcv-1d_16_symbols_2026-05-18_2026-05-23.dbn,docs\researchops\first_data_intake\quarantine\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22\attempt_2026-05-30_auth_ok\raw_provider_output\databento_GLBX-MDP3_ohlcv-1d_16_symbols_2026-05-18_2026-05-23_provider.csv,docs\researchops\first_data_intake\quarantine\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22\attempt_2026-05-30_auth_ok\sanitized_bars\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22_SANITIZED.csv,docs\researchops\first_data_intake\quarantine\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22\attempt_2026-05-30_auth_ok\validation\DATABENTO_16_SYMBOL_DAILY_OHLCV_2026-05-18_2026-05-22_ROW_VALIDATION.csv,80,,PASS_EXACT_16_SYMBOL_5_DAILY_ROWS_QUARANTINE_ONLY
